,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5613,0.555,0.1176,0.25,0.16,0.1596,0.974
0_1,0.6353,0.5487,0.1176,0.1111,0.1143,0.0948,0.9617
0_2,0.7062,0.4956,0.0,0.0,,-0.0137,0.9703
0_3,0.5814,0.4937,0.0,0.0,,-0.0164,0.9666
0_4,0.6823,0.5863,0.1765,0.5,0.2609,0.2887,0.979
0_5,0.7564,0.5531,0.1176,0.1818,0.1429,0.1316,0.9703
0_6,0.6804,0.5263,0.0588,0.1667,0.087,0.0878,0.974
0_7,0.5538,0.5538,0.1176,0.2,0.1481,0.1396,0.9716
0_8,0.6453,0.5525,0.1176,0.1667,0.1379,0.1246,0.9691
0_9,0.4779,0.5544,0.1176,0.2222,0.1538,0.1488,0.9728
0_Mean,0.628,0.5419,0.0941,0.1798,0.1506,0.1145,0.971
0_SD,0.0839,0.0288,0.0568,0.1412,0.0505,0.0877,0.0047
Mean,0.628,0.5419,0.0941,0.1798,0.1506,0.1145,0.9709
SD,0.0839,0.0287,0.0568,0.1412,0.0505,0.0877,0.0047
