,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.675,0.625,0.5,0.7143,0.5882,0.2548,0.6111
0_1,0.45,0.4,0.8,0.5,0.6154,-0.3162,0.4444
0_2,0.55,0.6375,0.9,0.6429,0.75,0.3287,0.6667
0_3,0.5909,0.5584,0.5455,0.6667,0.6,0.114,0.5556
0_4,0.8961,0.7727,0.5455,1.0,0.7059,0.5641,0.7222
0_5,0.7143,0.6143,0.8,0.6667,0.7273,0.2469,0.6471
0_6,0.7143,0.6857,0.8,0.7273,0.7619,0.3825,0.7059
0_7,0.4857,0.6357,0.7,0.7,0.7,0.2714,0.6471
0_8,0.7071,0.7286,0.6,0.8571,0.7059,0.4571,0.7059
0_9,0.6143,0.5571,0.4,0.6667,0.5,0.1177,0.5294
0_Mean,0.6398,0.6215,0.6591,0.7142,0.6655,0.2421,0.6235
0_SD,0.1306,0.1034,0.1637,0.1334,0.0849,0.2408,0.0894
Mean,0.6398,0.6215,0.6591,0.7142,0.6655,0.2421,0.6235
SD,0.1306,0.1034,0.1636,0.1334,0.0849,0.2408,0.0894
