,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5068,0.5068,0.5,0.0028,0.0056,0.0014,0.5136
0_1,0.2439,0.2439,0.0,0.0,,-0.0378,0.4871
0_2,0.314,0.314,0.0,0.0,,-0.0284,0.6272
0_3,0.2691,0.2691,0.0,0.0,,-0.0342,0.5374
0_4,0.5297,0.5297,0.5,0.0031,0.0061,0.0062,0.5592
0_5,0.6484,0.6484,0.5,0.0067,0.0132,0.0384,0.7959
0_6,0.499,0.499,0.5,0.0027,0.0054,-0.0002,0.498
0_7,0.7476,0.7476,1.0,0.0054,0.0107,0.0516,0.4966
0_8,0.7299,0.7299,1.0,0.005,0.01,0.0481,0.4612
0_9,0.4983,0.4983,0.5,0.0027,0.0054,-0.0004,0.4966
0_Mean,0.4987,0.4987,0.45,0.0028,0.008,0.0045,0.5473
0_SD,0.1797,0.1797,0.3689,0.0024,0.0032,0.0328,0.099
Mean,0.4987,0.4987,0.45,0.0028,0.0081,0.0045,0.5473
SD,0.1797,0.1797,0.3689,0.0024,0.0032,0.0328,0.099
