,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5226,0.5181,0.875,0.0114,0.0224,0.0102,0.1689
0_1,0.3462,0.3361,0.5,0.0066,0.0131,-0.0894,0.1757
0_2,0.5081,0.4508,0.75,0.0096,0.019,-0.0284,0.158
0_3,0.3485,0.3437,0.5,0.0067,0.0133,-0.0826,0.1907
0_4,0.6178,0.5751,1.0,0.0128,0.0253,0.0438,0.1594
0_5,0.4691,0.448,0.75,0.0096,0.0189,-0.0305,0.1526
0_6,0.4879,0.4439,0.75,0.0095,0.0188,-0.0337,0.1444
0_7,0.5995,0.5086,0.8889,0.0125,0.0247,0.0057,0.1376
0_8,0.3148,0.3174,0.4444,0.0068,0.0133,-0.1015,0.1935
0_9,0.4804,0.4461,0.7778,0.0108,0.0213,-0.0371,0.1226
0_Mean,0.4695,0.4388,0.7236,0.0096,0.019,-0.0343,0.1604
0_SD,0.1041,0.0846,0.1855,0.0023,0.0046,0.0467,0.0226
Mean,0.4695,0.4388,0.7236,0.0096,0.019,-0.0344,0.1603
SD,0.104,0.0846,0.1855,0.0023,0.0046,0.0467,0.0226
