,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6179,0.4928,0.875,0.0487,0.0922,-0.01,0.1483
0_1,0.7354,0.5441,0.975,0.0541,0.1025,0.0614,0.1557
0_2,0.5591,0.4654,0.8293,0.047,0.0889,-0.0495,0.1384
0_3,0.5403,0.4755,0.7805,0.0478,0.0901,-0.0284,0.2015
0_4,0.5915,0.4926,0.8537,0.0499,0.0942,-0.0096,0.1681
0_5,0.6159,0.4954,0.875,0.049,0.0928,-0.0062,0.1535
0_6,0.6812,0.5185,0.925,0.0515,0.0975,0.0256,0.1522
0_7,0.6593,0.5145,0.9,0.0511,0.0966,0.0188,0.1671
0_8,0.5931,0.4947,0.85,0.0489,0.0925,-0.0067,0.1745
0_9,0.6206,0.5191,0.925,0.0515,0.0976,0.0264,0.1535
0_Mean,0.6214,0.5013,0.8788,0.0499,0.0945,0.0022,0.1613
0_SD,0.0579,0.0231,0.0554,0.0021,0.0041,0.0315,0.0176
Mean,0.6214,0.5013,0.8789,0.05,0.0945,0.0022,0.1613
SD,0.0579,0.0231,0.0554,0.0021,0.0041,0.0316,0.0176
