,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.4748,0.4596,0.8235,0.0191,0.0374,-0.039,0.111
0_1,0.496,0.4735,0.8235,0.0197,0.0385,-0.023,0.1381
0_2,0.5347,0.5216,0.9412,0.0219,0.0429,0.0205,0.1196
0_3,0.5205,0.5247,0.9412,0.0221,0.0432,0.0229,0.1258
0_4,0.4857,0.478,0.8125,0.0188,0.0367,-0.0174,0.1568
0_5,0.5018,0.5116,0.9375,0.0202,0.0396,0.0115,0.1025
0_6,0.5412,0.5049,0.875,0.02,0.0391,0.004,0.1494
0_7,0.5018,0.4904,0.875,0.0193,0.0378,-0.0087,0.121
0_8,0.5313,0.5198,0.9375,0.0206,0.0403,0.0182,0.1185
0_9,0.5029,0.5097,0.9412,0.0214,0.0419,0.0104,0.0963
0_Mean,0.5091,0.4994,0.8908,0.0203,0.0397,-0.0001,0.1239
0_SD,0.022,0.0227,0.0554,0.0012,0.0023,0.021,0.0194
Mean,0.5091,0.4994,0.8908,0.0203,0.0397,-0.0001,0.1239
SD,0.022,0.0227,0.0554,0.0012,0.0023,0.021,0.0194
