,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.4834,0.4834,0.3333,0.0037,0.0074,-0.0044,0.6322
0_1,0.7886,0.7886,1.0,0.0096,0.019,0.0745,0.579
0_2,0.7859,0.7852,1.0,0.0095,0.0188,0.0735,0.5722
0_3,0.4683,0.4683,0.3333,0.0034,0.0068,-0.0083,0.6022
0_4,0.6363,0.6363,0.6667,0.0069,0.0137,0.0356,0.6063
0_5,0.6247,0.6247,0.6667,0.0065,0.0129,0.0323,0.5831
0_6,0.4449,0.4449,0.25,0.0038,0.0075,-0.0169,0.6376
0_7,0.4832,0.4832,0.25,0.0048,0.0094,-0.0055,0.7139
0_8,0.7863,0.7863,1.0,0.0127,0.025,0.0851,0.5749
0_9,0.647,0.647,0.6667,0.0073,0.0144,0.0388,0.6276
0_Mean,0.6149,0.6148,0.6167,0.0068,0.0135,0.0305,0.6129
0_SD,0.1396,0.1395,0.3123,0.003,0.006,0.0382,0.0431
Mean,0.6149,0.6148,0.6167,0.0068,0.0135,0.0305,0.6129
SD,0.1396,0.1395,0.3123,0.0031,0.006,0.0382,0.0431
