,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5058,0.5381,0.913,0.031,0.0599,0.0344,0.1844
0_1,0.552,0.5604,0.9565,0.0324,0.0628,0.0547,0.1869
0_2,0.613,0.5426,0.9565,0.0312,0.0604,0.0427,0.1522
0_3,0.5058,0.5208,0.8696,0.0299,0.0577,0.0184,0.1918
0_4,0.487,0.4547,0.75,0.0266,0.0514,-0.0417,0.177
0_5,0.5365,0.5172,0.875,0.0309,0.0597,0.016,0.1807
0_6,0.5601,0.5344,0.875,0.0322,0.062,0.0297,0.2141
0_7,0.4587,0.4749,0.7826,0.0268,0.0519,-0.0224,0.1846
0_8,0.5296,0.4704,0.7826,0.0265,0.0514,-0.0269,0.176
0_9,0.5328,0.5184,0.913,0.0297,0.0575,0.0186,0.1462
0_Mean,0.5281,0.5132,0.8674,0.0297,0.0574,0.0124,0.1794
0_SD,0.0427,0.0349,0.0733,0.0023,0.0044,0.0321,0.0192
Mean,0.5281,0.5132,0.8674,0.0297,0.0575,0.0124,0.1794
SD,0.0427,0.0349,0.0733,0.0023,0.0044,0.0321,0.0192
