,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7125,0.6883,0.65,0.8,0.6667,,0.7273,0.3162,0.6667,8,4,4,2
0_1,0.55,0.6028,0.45,0.4,0.5,,0.4444,-0.1,0.4444,4,4,4,6
0_2,0.6,0.7375,0.4875,0.6,0.5455,,0.5714,-0.0255,0.5,6,3,5,4
0_3,0.6753,0.8022,0.7208,0.7273,0.8,,0.7619,0.4332,0.7222,8,5,2,3
0_4,0.8571,0.9183,0.6753,0.6364,0.7778,,0.7,0.3419,0.6667,7,5,2,4
0_5,0.5143,0.5524,0.5429,0.8,0.6154,,0.6957,0.0994,0.5882,8,2,5,2
0_6,0.6,0.7111,0.4929,0.7,0.5833,,0.6364,-0.0154,0.5294,7,2,5,3
0_7,0.6714,0.7365,0.6857,0.8,0.7273,,0.7619,0.3825,0.7059,8,4,3,2
0_8,0.6571,0.685,0.6857,0.8,0.7273,,0.7619,0.3825,0.7059,8,4,3,2
0_9,0.5429,0.675,0.6357,0.7,0.7,,0.7,0.2714,0.6471,7,4,3,3
0_Mean,0.6381,0.7109,0.6026,0.6964,0.6643,,0.6761,0.2086,0.6176,7.1,3.7,3.6,3.1
0_SD,0.1008,0.1011,0.0992,0.1268,0.1003,,0.1013,0.199,0.097,1.286683937707919,1.0593499054713802,1.1737877907772671,1.286683937707919
Mean,0.6381,0.7109,0.6026,0.6964,0.6643,,0.6761,0.2086,0.6176,7.1,3.7,3.6,3.1
SD,0.1008,0.1011,0.0992,0.1268,0.1003,,0.1014,0.199,0.097,1.2867,1.0593,1.1738,1.2867
