,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6306,0.5875,0.2632,0.0667,0.1064,0.0914,0.8967
0_1,0.5526,0.5743,0.2632,0.0521,0.087,0.0695,0.8708
0_2,0.6949,0.6012,0.3158,0.0625,0.1043,0.0948,0.8733
0_3,0.5446,0.5762,0.2632,0.0538,0.0893,0.0723,0.8745
0_4,0.748,0.6433,0.3684,0.0972,0.1538,0.1524,0.9053
0_5,0.6412,0.622,0.3158,0.0952,0.1463,0.1379,0.9139
0_6,0.7,0.6163,0.3158,0.0833,0.1319,0.1237,0.9028
0_7,0.4748,0.5571,0.2,0.0556,0.087,0.0623,0.8967
0_8,0.6981,0.6093,0.3158,0.0723,0.1176,0.1091,0.8892
0_9,0.483,0.5599,0.2105,0.0526,0.0842,0.0621,0.8929
0_Mean,0.6168,0.5947,0.2832,0.0691,0.1108,0.0976,0.8916
0_SD,0.0972,0.0284,0.0526,0.0174,0.0258,0.0323,0.0146
Mean,0.6168,0.5947,0.2832,0.0691,0.1108,0.0976,0.8916
SD,0.0972,0.0284,0.0526,0.0174,0.0257,0.0324,0.0146
