,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.4873,0.0165,0.5474,0.125,0.0435,,0.0645,0.0565,0.9606,1,706,22,7
0_1,0.6842,0.0413,0.6126,0.25,0.1,,0.1429,0.1437,0.9674,2,710,18,6
0_2,0.4789,0.0133,0.4842,0.0,0.0,,,-0.0188,0.9579,0,705,23,8
0_3,0.6487,0.1002,0.6655,0.375,0.0857,,0.1395,0.1613,0.9497,3,696,32,5
0_4,0.8391,0.1545,0.6515,0.3333,0.12,,0.1765,0.1839,0.962,3,705,22,6
0_5,0.6259,0.0972,0.7043,0.4444,0.1333,,0.2051,0.2271,0.9579,4,701,26,5
0_6,0.6071,0.0331,0.5356,0.1111,0.0333,,0.0513,0.0396,0.9497,1,698,29,8
0_7,0.6259,0.138,0.5439,0.125,0.0357,,0.0556,0.0476,0.9537,1,700,27,7
0_8,0.7791,0.1998,0.7898,0.625,0.1316,,0.2174,0.2716,0.951,5,694,33,3
0_9,0.7215,0.0447,0.6071,0.25,0.0714,,0.1111,0.1161,0.9565,2,701,26,6
0_Mean,0.6497,0.0839,0.6142,0.2639,0.0755,,0.1293,0.1229,0.9566,2.2,701.6,25.8,6.1
0_SD,0.1142,0.0643,0.0916,0.1862,0.0463,,0.0633,0.0917,0.0058,1.5491933384829668,4.926120853842978,4.7093288033198295,1.5238839267549948
Mean,0.6498,0.0839,0.6142,0.2639,0.0754,,0.1293,0.1229,0.9566,2.2,701.6,25.8,6.1
SD,0.1142,0.0643,0.0916,0.1862,0.0463,,0.0633,0.0917,0.0058,1.5492,4.9261,4.7093,1.5239
