,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.854,0.1386,0.7105,0.4545,0.1562,,0.2326,0.2501,0.9595,5,776,27,6
0_1,0.7677,0.1827,0.6656,0.3636,0.1333,,0.1951,0.203,0.9595,4,777,26,7
0_2,0.8924,0.1405,0.7484,0.5455,0.1333,,0.2143,0.251,0.9459,6,764,39,5
0_3,0.9367,0.2629,0.8307,0.7,0.1842,,0.2917,0.3454,0.9582,7,772,31,3
0_4,0.722,0.3063,0.6801,0.4,0.1111,,0.1739,0.193,0.9533,4,771,32,6
0_5,0.8162,0.0443,0.5851,0.2,0.0769,,0.1111,0.1066,0.9606,2,779,24,8
0_6,0.788,0.0501,0.5838,0.2,0.0714,,0.1053,0.1013,0.9582,2,777,26,8
0_7,0.9025,0.1103,0.6832,0.4,0.129,,0.1951,0.2109,0.9594,4,776,27,6
0_8,0.8449,0.2551,0.7079,0.4545,0.1389,,0.2128,0.2336,0.9545,5,771,31,6
0_9,0.6075,0.163,0.6669,0.3636,0.1429,,0.2051,0.2114,0.9619,4,778,24,7
0_Mean,0.8132,0.1654,0.6862,0.4082,0.1277,,0.1937,0.2106,0.9571,4.3,774.1,28.7,6.2
0_SD,0.0975,0.0882,0.0726,0.1487,0.0341,,0.0548,0.0707,0.0047,1.5670212364724212,4.581363212940978,4.620004810002306,1.4757295747452437
Mean,0.8132,0.1654,0.6862,0.4082,0.1277,,0.1937,0.2106,0.9571,4.3,774.1,28.7,6.2
SD,0.0975,0.0882,0.0725,0.1487,0.0341,,0.0548,0.0707,0.0047,1.567,4.5814,4.62,1.4757
