,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7985,0.1876,0.8184,0.7059,0.1791,,0.2857,0.3314,0.9263,12,742,55,5
0_1,0.7677,0.0971,0.6886,0.4375,0.1273,,0.1972,0.2087,0.9299,7,749,48,9
0_2,0.698,0.0992,0.6318,0.3125,0.1136,,0.1667,0.1618,0.9385,5,758,39,11
0_3,0.6146,0.0785,0.6243,0.3125,0.0893,,0.1389,0.1363,0.9237,5,746,51,11
0_4,0.7731,0.2147,0.6911,0.4375,0.1373,,0.209,0.219,0.9348,7,753,44,9
0_5,0.8687,0.3497,0.7786,0.625,0.1562,,0.25,0.2874,0.9262,10,743,54,6
0_6,0.745,0.1393,0.6726,0.4118,0.1167,,0.1818,0.1889,0.9225,7,743,53,10
0_7,0.7713,0.1453,0.6833,0.4118,0.1628,,0.2333,0.2343,0.9434,7,760,36,10
0_8,0.6965,0.0779,0.6507,0.3529,0.1277,,0.1875,0.1848,0.936,6,755,41,11
0_9,0.7379,0.2432,0.6808,0.4118,0.1489,,0.2188,0.2216,0.9385,7,756,40,10
0_Mean,0.7471,0.1632,0.692,0.4419,0.1359,,0.2069,0.2174,0.932,7.3,750.5,46.1,9.2
0_SD,0.0681,0.0871,0.0615,0.128,0.0266,,0.0425,0.0576,0.0072,2.1628170930011117,6.75359986311827,6.967384333050994,2.097617696340303
Mean,0.7471,0.1632,0.692,0.4419,0.1359,,0.2069,0.2174,0.932,7.3,750.5,46.1,9.2
SD,0.0681,0.0871,0.0614,0.128,0.0266,,0.0425,0.0576,0.0072,2.1628,6.7536,6.9674,2.0976
