,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8345,0.0125,0.4939,0.0,0.0,,,-0.0071,0.9837,0,724,9,3
0_1,0.8399,0.0118,0.4966,0.0,0.0,,,-0.0053,0.9891,0,728,5,3
0_2,0.5307,0.0081,0.4939,0.0,0.0,,,-0.0071,0.9837,0,724,9,3
0_3,0.8663,0.0184,0.4925,0.0,0.0,,,-0.0079,0.981,0,722,11,3
0_4,0.7162,0.0188,0.4945,0.0,0.0,,,-0.0067,0.9851,0,725,8,3
0_5,0.6899,0.2613,0.6202,0.25,0.125,,0.1667,0.1705,0.9864,1,725,7,3
0_6,0.8159,0.0663,0.6148,0.25,0.0625,,0.1,0.1157,0.9755,1,717,15,3
0_7,0.8511,0.197,0.8292,0.6667,0.25,,0.3636,0.4046,0.9905,2,726,6,1
0_8,0.6184,0.3366,0.6653,0.3333,0.3333,,0.3333,0.3306,0.9946,1,730,2,2
0_9,0.9344,0.1504,0.8286,0.6667,0.2222,,0.3333,0.3809,0.9891,2,725,7,1
0_Mean,0.7697,0.1081,0.6029,0.2167,0.0993,,0.2594,0.1368,0.9859,0.7,724.6,7.9,2.5
0_SD,0.1263,0.1209,0.1356,0.2699,0.1265,,0.1181,0.1744,0.0054,0.8232726023485646,3.470510689285432,3.5103022978402048,0.8498365855987975
Mean,0.7697,0.1081,0.603,0.2167,0.0993,,0.2594,0.1368,0.9859,0.7,724.6,7.9,2.5
SD,0.1263,0.1209,0.1356,0.2699,0.1264,,0.1181,0.1743,0.0054,0.8233,3.4705,3.5103,0.8498
