,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7053,0.0198,0.5926,0.2,0.0769,,0.1111,0.1154,0.9803,1,797,12,4
0_1,0.8934,0.3346,0.6932,0.4,0.1538,,0.2222,0.2408,0.9828,2,798,11,3
0_2,0.6465,0.008,0.4932,0.0,0.0,,,-0.0082,0.9815,0,798,11,4
0_3,0.4871,0.2176,0.5938,0.2,0.0909,,0.125,0.127,0.9828,1,798,10,4
0_4,0.4641,0.0212,0.5938,0.2,0.0909,,0.125,0.127,0.9828,1,798,10,4
0_5,0.5918,0.2494,0.6932,0.4,0.1538,,0.2222,0.2408,0.9828,2,797,11,3
0_6,0.9772,0.4869,0.792,0.6,0.1875,,0.2857,0.3287,0.9815,3,795,13,2
0_7,0.6693,0.1208,0.6901,0.4,0.1111,,0.1739,0.202,0.9766,2,792,16,3
0_8,0.9493,0.1072,0.7901,0.6,0.1579,,0.25,0.3002,0.9779,3,792,16,2
0_9,0.7842,0.0634,0.6895,0.4,0.1053,,0.1667,0.1961,0.9754,2,791,17,3
0_Mean,0.7168,0.1629,0.6621,0.34,0.1128,,0.1869,0.187,0.9804,1.7,795.6,12.7,3.2
0_SD,0.1817,0.1578,0.0939,0.1897,0.0538,,0.0615,0.0997,0.0028,0.9486832980505138,2.8751811537130436,2.6687491868330793,0.7888106377466155
Mean,0.7168,0.1629,0.6621,0.34,0.1128,,0.1869,0.187,0.9804,1.7,795.6,12.7,3.2
SD,0.1817,0.1579,0.0939,0.1897,0.0538,,0.0615,0.0997,0.0028,0.9487,2.8752,2.6687,0.7888
