,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.9755,0.5199,0.748,0.5,0.25,,0.3333,0.3511,0.9946,1,731,3,1
0_1,0.5981,0.1263,0.7473,0.5,0.2,,0.2857,0.3134,0.9932,1,730,4,1
0_2,0.6907,0.0096,0.4966,0.0,0.0,,,-0.0043,0.9905,0,729,5,2
0_3,0.3501,0.001,0.4973,0.0,0.0,,,-0.0027,0.9932,0,730,4,1
0_4,1.0,1.0,0.9966,1.0,0.1667,,0.2857,0.4069,0.9932,1,729,5,0
0_5,0.2725,0.0009,0.4973,0.0,0.0,,,-0.0027,0.9932,0,730,4,1
0_6,0.2947,0.0018,0.4959,0.0,0.0,,,-0.0047,0.9891,0,727,6,2
0_7,0.7128,0.0051,0.4966,0.0,0.0,,,-0.0043,0.9905,0,728,5,2
0_8,0.8984,0.505,0.7466,0.5,0.1667,,0.25,0.2855,0.9918,1,728,5,1
0_9,0.8888,0.0113,0.4925,0.0,0.0,,,-0.0064,0.9823,0,722,11,2
0_Mean,0.6682,0.2181,0.6215,0.25,0.0783,,0.2887,0.1332,0.9912,0.4,728.4,5.2,1.3
0_SD,0.281,0.3441,0.1772,0.3536,0.1037,,0.0342,0.1799,0.0035,0.5163977794943223,2.5473297566057065,2.2010098692292237,0.674948557710553
Mean,0.6682,0.2181,0.6215,0.25,0.0783,,0.2887,0.1332,0.9912,0.4,728.4,5.2,1.3
SD,0.281,0.3441,0.1772,0.3536,0.1037,,0.0342,0.1799,0.0035,0.5164,2.5473,2.201,0.6749
