,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5609,0.1421,0.567,0.1429,0.3,,0.1935,0.1928,0.9691,3,781,7,18
0_1,0.6366,0.0432,0.5206,0.0476,0.1667,,0.0741,0.0765,0.9691,1,783,5,20
0_2,0.6327,0.1152,0.5404,0.0909,0.2,,0.125,0.1189,0.9654,2,779,8,20
0_3,0.6405,0.1025,0.5194,0.0476,0.125,,0.069,0.0622,0.9666,1,780,7,20
0_4,0.6467,0.0992,0.5213,0.0476,0.2,,0.0769,0.0863,0.9703,1,783,4,20
0_5,0.5904,0.0365,0.5175,0.0476,0.0909,,0.0625,0.0479,0.9629,1,777,10,20
0_6,0.6074,0.0729,0.5438,0.0952,0.25,,0.1379,0.1408,0.9691,2,781,6,19
0_7,0.7345,0.1971,0.6165,0.2381,0.5556,,0.3333,0.3532,0.9752,5,783,4,16
0_8,0.7718,0.1058,0.5206,0.0476,0.1667,,0.0741,0.0765,0.9691,1,782,5,20
0_9,0.7565,0.204,0.5914,0.1905,0.4,,0.2581,0.2631,0.9715,4,781,6,17
0_Mean,0.6578,0.1118,0.5458,0.0996,0.2455,,0.1404,0.1418,0.9688,2.1,781.0,6.2,19.0
0_SD,0.072,0.0567,0.0349,0.0691,0.1406,,0.0932,0.0996,0.0034,1.449137674618944,1.9436506316151,1.8737959096740262,1.4907119849998598
Mean,0.6578,0.1118,0.5458,0.0996,0.2455,,0.1404,0.1418,0.9688,2.1,781.0,6.2,19.0
SD,0.072,0.0566,0.0348,0.0691,0.1406,,0.0932,0.0996,0.0034,1.4491,1.9437,1.8738,1.4907
