,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.852,0.1239,0.5584,0.125,0.1429,,0.1333,0.1247,0.9823,1,720,6,7
0_1,0.6018,0.0124,0.4945,0.0,0.0,,,-0.011,0.9782,0,718,8,8
0_2,0.6796,0.0256,0.4952,0.0,0.0,,,-0.0103,0.9796,0,719,7,8
0_3,0.7192,0.1421,0.5584,0.125,0.1429,,0.1333,0.1247,0.9823,1,720,6,7
0_4,0.7725,0.1821,0.5591,0.125,0.1667,,0.1429,0.1362,0.9837,1,721,5,7
0_5,0.8614,0.0647,0.5584,0.125,0.1429,,0.1333,0.1247,0.9823,1,720,6,7
0_6,0.7343,0.1199,0.5584,0.125,0.1429,,0.1333,0.1247,0.9823,1,720,6,7
0_7,0.8999,0.1072,0.4979,0.0,0.0,,,-0.0071,0.9837,0,722,3,9
0_8,0.5367,0.0154,0.4979,0.0,0.0,,,-0.0071,0.9837,0,722,3,9
0_9,0.7634,0.163,0.5507,0.1111,0.125,,0.1176,0.1075,0.9796,1,718,7,8
0_Mean,0.7421,0.0956,0.5329,0.0736,0.0863,,0.1323,0.0707,0.9817,0.6,720.0,5.7,7.7
0_SD,0.115,0.0623,0.0315,0.0635,0.0749,,0.0081,0.0689,0.0019,0.5163977794943223,1.4142135623730951,1.636391694484477,0.8232726023485646
Mean,0.7421,0.0956,0.5329,0.0736,0.0863,,0.1323,0.0707,0.9818,0.6,720.0,5.7,7.7
SD,0.115,0.0623,0.0315,0.0635,0.075,,0.0082,0.0688,0.002,0.5164,1.4142,1.6364,0.8233
