,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6198,0.0112,0.4988,0.0,0.0,,,-0.003,0.9939,0,809,2,3
0_1,0.7115,0.0144,0.4994,0.0,0.0,,,-0.0021,0.9951,0,810,1,3
0_2,0.7431,0.0406,0.5,0.0,,,,0.0,0.9963,0,811,0,3
0_3,0.3656,0.0018,0.4994,0.0,0.0,,,-0.0017,0.9963,0,810,1,2
0_4,0.7281,0.5017,0.75,0.5,1.0,,0.6667,0.7067,0.9988,1,811,0,1
0_5,0.8399,0.3405,0.666,0.3333,0.5,,0.4,0.4065,0.9963,1,809,1,2
0_6,0.956,0.6743,0.8327,0.6667,0.6667,,0.6667,0.6654,0.9975,2,809,1,1
0_7,0.4576,0.0853,0.666,0.3333,0.5,,0.4,0.4065,0.9963,1,809,1,2
0_8,0.5877,0.3359,0.666,0.3333,0.5,,0.4,0.4065,0.9963,1,809,1,2
0_9,0.8333,0.3453,0.6667,0.3333,1.0,,0.5,0.5766,0.9975,1,810,0,2
0_Mean,0.6843,0.2351,0.6245,0.25,0.463,,0.5056,0.3161,0.9964,0.7,809.7,0.8,2.1
0_SD,0.1804,0.2382,0.1196,0.239,0.3977,,0.1307,0.2927,0.0014,0.6749485577105528,0.8232726023485646,0.6324555320336759,0.7378647873726218
Mean,0.6843,0.2351,0.6245,0.25,0.463,,0.5056,0.3161,0.9964,0.7,809.7,0.8,2.1
SD,0.1804,0.2383,0.1196,0.239,0.3977,,0.1307,0.2927,0.0013,0.6749,0.8233,0.6325,0.7379
