,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7393,0.0734,0.5919,0.2,0.1333,,0.16,0.1505,0.9741,2,789,13,8
0_1,0.7061,0.0583,0.5419,0.1,0.0714,,0.0833,0.071,0.9729,1,789,13,9
0_2,0.8281,0.1642,0.6332,0.2727,0.375,,0.3158,0.3119,0.984,3,796,5,8
0_3,0.8133,0.0775,0.5828,0.1818,0.1333,,0.1538,0.1422,0.9729,2,788,13,9
0_4,0.8401,0.4218,0.6793,0.3636,0.5,,0.4211,0.4198,0.9865,4,797,4,7
0_5,0.8955,0.091,0.543,0.0909,0.2,,0.125,0.127,0.9828,1,797,4,10
0_6,0.7332,0.0426,0.4956,0.0,0.0,,,-0.0109,0.9778,0,794,7,11
0_7,0.9159,0.2867,0.6419,0.3,0.1875,,0.2308,0.2252,0.9753,3,788,13,7
0_8,0.8617,0.2998,0.6456,0.3,0.3,,0.3,0.2913,0.9827,3,794,7,7
0_9,0.771,0.149,0.5969,0.2,0.2857,,0.2353,0.2312,0.984,2,796,5,8
0_Mean,0.8104,0.1664,0.5952,0.2009,0.2186,,0.225,0.1959,0.9793,2.1,792.8,8.4,8.4
0_SD,0.0712,0.1278,0.0567,0.1127,0.1491,,0.1071,0.126,0.0052,1.1972189997378646,3.8528488738133038,4.087922591134904,1.3498971154211057
Mean,0.8104,0.1664,0.5952,0.2009,0.2186,,0.225,0.1959,0.9793,2.1,792.8,8.4,8.4
SD,0.0712,0.1278,0.0567,0.1127,0.1491,,0.1071,0.126,0.0052,1.1972,3.8528,4.0879,1.3499
