,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7664,0.0789,0.6181,0.25,0.1667,,0.2,0.1934,0.9782,2,715,10,6
0_1,0.785,0.0353,0.4938,0.0,0.0,,,-0.0117,0.9768,0,716,9,8
0_2,0.7316,0.0821,0.6799,0.375,0.2143,,0.2727,0.2731,0.9782,3,714,11,5
0_3,0.8276,0.0529,0.4924,0.0,0.0,,,-0.013,0.9741,0,714,11,8
0_4,0.6822,0.0489,0.6167,0.25,0.1429,,0.1818,0.1772,0.9754,2,713,12,6
0_5,0.7033,0.1519,0.5528,0.125,0.0667,,0.087,0.0776,0.9714,1,711,14,7
0_6,0.7841,0.204,0.5577,0.125,0.125,,0.125,0.1153,0.9809,1,718,7,7
0_7,0.6281,0.0166,0.4952,0.0,0.0,,,-0.0103,0.9795,0,718,7,8
0_8,0.809,0.0609,0.5466,0.125,0.0417,,0.0625,0.0545,0.9591,1,702,23,7
0_9,0.8465,0.2822,0.7077,0.4444,0.16,,0.2353,0.2521,0.9645,4,703,21,5
0_Mean,0.7564,0.1014,0.5761,0.1694,0.0917,,0.1663,0.1108,0.9738,1.4,712.4,12.5,6.7
0_SD,0.0692,0.085,0.0772,0.1574,0.0799,,0.0777,0.109,0.007,1.349897115421106,5.641118880348314,5.461989869391313,1.1595018087284057
Mean,0.7564,0.1014,0.5761,0.1694,0.0917,,0.1663,0.1108,0.9738,1.4,712.4,12.5,6.7
SD,0.0692,0.085,0.0772,0.1574,0.0799,,0.0777,0.1089,0.007,1.3499,5.6411,5.462,1.1595
