,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6418,0.0609,0.4981,0.0,0.0,,,-0.0089,0.9753,0,791,3,17
0_1,0.5637,0.0652,0.5275,0.0588,0.25,,0.0952,0.1126,0.9766,1,791,3,16
0_2,0.6586,0.1051,0.5288,0.0588,0.5,,0.1053,0.1663,0.979,1,793,1,16
0_3,0.4876,0.0848,0.5275,0.0588,0.25,,0.0952,0.1126,0.9766,1,791,3,16
0_4,0.7183,0.1206,0.5306,0.0625,0.5,,0.1111,0.1717,0.9802,1,793,1,15
0_5,0.6131,0.034,0.4981,0.0,0.0,,,-0.0087,0.9765,0,791,3,16
0_6,0.7022,0.046,0.4987,0.0,0.0,,,-0.0071,0.9778,0,792,2,16
0_7,0.5348,0.0961,0.5281,0.0625,0.1667,,0.0909,0.0912,0.9753,1,789,5,15
0_8,0.593,0.0627,0.5281,0.0625,0.1667,,0.0909,0.0912,0.9753,1,789,5,15
0_9,0.592,0.0963,0.5282,0.0588,0.3333,,0.1,0.1329,0.9778,1,791,2,16
0_Mean,0.6105,0.0772,0.5194,0.0423,0.2167,,0.0984,0.0854,0.977,0.7,791.1,2.8,15.8
0_SD,0.0723,0.0277,0.0146,0.0292,0.1892,,0.0076,0.07,0.0017,0.4830458915396479,1.3703203194062976,1.3984117975602022,0.6324555320336759
Mean,0.6105,0.0772,0.5194,0.0423,0.2167,,0.0984,0.0854,0.977,0.7,791.1,2.8,15.8
SD,0.0723,0.0277,0.0146,0.0292,0.1892,,0.0076,0.07,0.0017,0.483,1.3703,1.3984,0.6325
