,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7464,0.1726,0.6491,0.3333,0.2188,,0.2642,0.2434,0.9467,7,686,25,14
0_1,0.849,0.1322,0.6015,0.2381,0.1667,,0.1961,0.1709,0.944,5,686,25,16
0_2,0.7206,0.1812,0.6216,0.2727,0.2222,,0.2449,0.2203,0.9495,6,689,21,16
0_3,0.8374,0.173,0.6188,0.2727,0.1935,,0.2264,0.2014,0.944,6,685,25,16
0_4,0.8398,0.1934,0.6621,0.3636,0.2222,,0.2759,0.256,0.9426,8,682,28,14
0_5,0.7454,0.17,0.6491,0.3333,0.2188,,0.2642,0.2434,0.9466,7,685,25,14
0_6,0.7382,0.1746,0.6785,0.381,0.32,,0.3478,0.3281,0.959,8,693,17,13
0_7,0.7883,0.1607,0.6231,0.2857,0.1765,,0.2182,0.1953,0.9412,6,682,28,15
0_8,0.8042,0.2348,0.6078,0.2381,0.2381,,0.2381,0.2156,0.9562,5,694,16,16
0_9,0.7555,0.1411,0.5342,0.0952,0.0952,,0.0952,0.0685,0.948,2,691,19,19
0_Mean,0.7825,0.1734,0.6246,0.2814,0.2072,,0.2371,0.2143,0.9478,6.0,687.3,22.9,15.3
0_SD,0.0477,0.0282,0.0402,0.0821,0.0575,,0.0646,0.0668,0.0058,1.7638342073763937,4.270050741306634,4.3576242252962665,1.7029386365926402
Mean,0.7825,0.1734,0.6246,0.2814,0.2072,,0.2371,0.2143,0.9478,6.0,687.3,22.9,15.3
SD,0.0476,0.0282,0.0402,0.0821,0.0575,,0.0646,0.0667,0.0058,1.7638,4.2701,4.3576,1.7029
