,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.9968,0.5823,0.832,0.6667,0.5,,0.5714,0.5754,0.9959,2,729,2,1
0_1,0.9282,0.3497,0.6646,0.3333,0.25,,0.2857,0.2853,0.9932,1,728,3,2
0_2,0.6411,0.0285,0.4945,0.0,0.0,,,-0.0078,0.9837,0,722,8,4
0_3,0.7219,0.0358,0.4952,0.0,0.0,,,-0.0063,0.9864,0,723,7,3
0_4,0.8053,0.0627,0.6632,0.3333,0.1667,,0.2222,0.2313,0.9905,1,725,5,2
0_5,0.9,0.3563,0.6646,0.3333,0.25,,0.2857,0.2853,0.9932,1,727,3,2
0_6,0.7959,0.3457,0.6646,0.3333,0.25,,0.2857,0.2853,0.9932,1,727,3,2
0_7,0.5037,0.0049,0.4986,0.0,0.0,,,-0.0034,0.9932,0,728,2,3
0_8,0.7813,0.0089,0.4966,0.0,0.0,,,-0.0053,0.9891,0,725,5,3
0_9,0.832,0.0316,0.4979,0.0,0.0,,,-0.0041,0.9918,0,727,3,3
0_Mean,0.7906,0.1806,0.5972,0.2,0.1417,,0.3302,0.1636,0.991,0.6,726.1,4.1,2.5
0_SD,0.1433,0.2078,0.1173,0.2331,0.1715,,0.1376,0.2004,0.0037,0.6992058987801011,2.282785822435191,2.0789954839350235,0.8498365855987975
Mean,0.7906,0.1806,0.5972,0.2,0.1417,,0.3301,0.1636,0.991,0.6,726.1,4.1,2.5
SD,0.1433,0.2078,0.1173,0.2331,0.1715,,0.1376,0.2004,0.0037,0.6992,2.2828,2.079,0.8498
