,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8561,0.7462,0.7865,0.6667,0.8421,,0.7442,0.5988,0.8036,16,29,3,8
0_1,0.769,0.6727,0.6948,0.68,0.6538,,0.6667,0.3884,0.6964,17,22,9,8
0_2,0.6761,0.6065,0.651,0.56,0.6364,,0.5957,0.3073,0.6607,14,23,8,11
0_3,0.6994,0.6311,0.6265,0.64,0.5714,,0.6038,0.2514,0.625,16,19,12,9
0_4,0.711,0.615,0.6987,0.72,0.6429,,0.6792,0.3951,0.6964,18,21,10,7
0_5,0.7619,0.7206,0.6587,0.64,0.6154,,0.6275,0.3164,0.6607,16,21,10,9
0_6,0.7148,0.717,0.6748,0.64,0.64,,0.64,0.3497,0.6786,16,22,9,9
0_7,0.6865,0.6492,0.6348,0.56,0.6087,,0.5833,0.2725,0.6429,14,22,9,11
0_8,0.8293,0.7524,0.7688,0.6667,0.8,,0.7273,0.5543,0.7818,16,27,4,8
0_9,0.6478,0.6075,0.5632,0.4167,0.5263,,0.4651,0.1318,0.5818,10,22,9,14
0_Mean,0.7352,0.6718,0.6758,0.619,0.6537,,0.6333,0.3566,0.6828,15.3,22.8,8.3,9.4
0_SD,0.0676,0.058,0.0662,0.0867,0.0966,,0.0799,0.1386,0.0674,2.2135943621178655,2.973961069759395,2.7507574714370344,2.065591117977289
Mean,0.7352,0.6718,0.6758,0.619,0.6537,,0.6333,0.3566,0.6828,15.3,22.8,8.3,9.4
SD,0.0676,0.058,0.0662,0.0867,0.0966,,0.0799,0.1386,0.0674,2.2136,2.974,2.7508,2.0656
