,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6604,0.0106,0.495,0.0,0.0,,,-0.0078,0.984,0,800,8,5
0_1,0.9525,0.1774,0.6981,0.4,0.4,,0.4,0.3963,0.9926,2,805,3,3
0_2,0.7594,0.0157,0.4944,0.0,0.0,,,-0.0083,0.9828,0,799,9,5
0_3,0.7614,0.2174,0.5994,0.2,0.5,,0.2857,0.3137,0.9938,1,807,1,4
0_4,0.5557,0.0235,0.4975,0.0,0.0,,,-0.0055,0.9889,0,804,4,5
0_5,0.9327,0.2447,0.5975,0.2,0.2,,0.2,0.195,0.9902,1,804,4,4
0_6,0.924,0.0474,0.4975,0.0,0.0,,,-0.0055,0.9889,0,804,4,5
0_7,0.8975,0.2886,0.6969,0.4,0.2857,,0.3333,0.3332,0.9902,2,803,5,3
0_8,0.9347,0.09,0.5,0.0,,,,0.0,0.9951,0,808,0,4
0_9,0.7252,0.0204,0.4975,0.0,0.0,,,-0.0055,0.9889,0,803,4,5
0_Mean,0.8103,0.1136,0.5574,0.12,0.154,,0.3048,0.1206,0.9895,0.6,803.7,4.2,4.3
0_SD,0.1377,0.1078,0.0847,0.1687,0.1995,,0.0841,0.1698,0.0039,0.8432740427115678,2.7507574714370344,2.7406406388125957,0.8232726023485646
Mean,0.8104,0.1136,0.5574,0.12,0.154,,0.3047,0.1206,0.9895,0.6,803.7,4.2,4.3
SD,0.1377,0.1078,0.0847,0.1687,0.1995,,0.0841,0.1698,0.0039,0.8433,2.7508,2.7406,0.8233
