,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.675,0.7607,0.6,0.7,0.6364,,0.6667,0.2039,0.6111,7,4,4,3
0_1,0.375,0.5783,0.4375,0.5,0.5,,0.5,-0.125,0.4444,5,3,5,5
0_2,0.6125,0.7446,0.55,0.6,0.6,,0.6,0.1,0.5556,6,4,4,4
0_3,0.6494,0.7034,0.6948,0.8182,0.75,,0.7826,0.4029,0.7222,9,4,3,2
0_4,0.9091,0.9524,0.8377,0.8182,0.9,,0.8571,0.6625,0.8333,9,6,1,2
0_5,0.7286,0.8184,0.5429,0.8,0.6154,,0.6957,0.0994,0.5882,8,2,5,2
0_6,0.6143,0.7919,0.4714,0.8,0.5714,,0.6667,-0.0738,0.5294,8,1,6,2
0_7,0.4286,0.5917,0.4643,0.5,0.5556,,0.5263,-0.0704,0.4706,5,3,4,5
0_8,0.7429,0.803,0.7071,0.7,0.7778,,0.7368,0.4085,0.7059,7,5,2,3
0_9,0.5143,0.7022,0.4214,0.7,0.5385,,0.6087,-0.1823,0.4706,7,1,6,3
0_Mean,0.625,0.7447,0.5727,0.6936,0.6445,,0.6641,0.1426,0.5931,7.1,3.3,4.0,3.1
0_SD,0.1571,0.1101,0.1368,0.1236,0.1258,,0.1109,0.276,0.1269,1.449137674618944,1.636391694484477,1.632993161855452,1.1972189997378648
Mean,0.625,0.7447,0.5727,0.6936,0.6445,,0.6641,0.1426,0.5931,7.1,3.3,4.0,3.1
SD,0.1571,0.1101,0.1368,0.1236,0.1258,,0.1109,0.276,0.1269,1.4491,1.6364,1.633,1.1972
