,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6905,0.1726,0.5943,0.225,0.2432,,0.2338,0.1957,0.9271,9,741,28,31
0_1,0.8266,0.2831,0.6673,0.375,0.3261,,0.3488,0.3133,0.9308,15,738,31,25
0_2,0.6693,0.1646,0.5876,0.2195,0.2093,,0.2143,0.1713,0.9184,9,734,34,32
0_3,0.6675,0.2097,0.6133,0.2683,0.2558,,0.2619,0.2216,0.9234,11,736,32,30
0_4,0.6911,0.1225,0.5909,0.2195,0.2368,,0.2278,0.1884,0.9246,9,739,29,32
0_5,0.7057,0.1654,0.6167,0.275,0.2558,,0.2651,0.2255,0.9245,11,736,32,29
0_6,0.7503,0.2821,0.6587,0.35,0.359,,0.3544,0.3213,0.9369,14,743,25,26
0_7,0.7685,0.2269,0.6495,0.325,0.3939,,0.3562,0.3277,0.9418,13,748,20,27
0_8,0.6755,0.14,0.5977,0.25,0.1923,,0.2174,0.1727,0.9109,10,726,42,30
0_9,0.7132,0.2179,0.6272,0.3,0.2553,,0.2759,0.2358,0.922,12,733,35,28
0_Mean,0.7158,0.1985,0.6203,0.2807,0.2728,,0.2756,0.2373,0.926,11.3,737.4,30.8,29.0
0_SD,0.0513,0.0554,0.0294,0.0555,0.0654,,0.0573,0.0615,0.0089,2.1628170930011117,6.003702561290361,5.940445175985458,2.449489742783178
Mean,0.7158,0.1985,0.6203,0.2807,0.2728,,0.2756,0.2373,0.926,11.3,737.4,30.8,29.0
SD,0.0513,0.0553,0.0294,0.0555,0.0654,,0.0573,0.0615,0.0089,2.1628,6.0037,5.9404,2.4495
