,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6895,0.3614,0.6639,0.3333,0.2,,0.25,0.2543,0.9918,1,727,4,2
0_1,0.8764,0.6697,0.8313,0.6667,0.4,,0.5,0.5139,0.9946,2,728,3,1
0_2,0.9653,0.3852,0.6632,0.3333,0.1667,,0.2222,0.2313,0.9905,1,726,5,2
0_3,0.5755,0.0049,0.4979,0.0,0.0,,,-0.0041,0.9918,0,728,3,3
0_4,0.7346,0.016,0.4979,0.0,0.0,,,-0.0041,0.9918,0,728,3,3
0_5,0.7889,0.143,0.6639,0.3333,0.2,,0.25,0.2543,0.9918,1,727,4,2
0_6,0.5771,0.0357,0.4993,0.0,0.0,,,-0.0027,0.9932,0,729,1,4
0_7,0.8394,0.0308,0.4979,0.0,0.0,,,-0.0047,0.9905,0,727,3,4
0_8,0.7603,0.1501,0.7438,0.5,0.1818,,0.2667,0.2955,0.985,2,721,9,2
0_9,0.6265,0.0069,0.4938,0.0,0.0,,,-0.0071,0.9836,0,721,9,3
0_Mean,0.7433,0.1804,0.6053,0.2167,0.1148,,0.2978,0.1527,0.9905,0.7,726.2,4.4,2.6
0_SD,0.1295,0.223,0.1242,0.2491,0.137,,0.1142,0.183,0.0035,0.8232726023485646,2.859681411936962,2.6331223544175333,0.9660917830792959
Mean,0.7434,0.1804,0.6053,0.2167,0.1148,,0.2978,0.1527,0.9905,0.7,726.2,4.4,2.6
SD,0.1295,0.223,0.1242,0.2491,0.137,,0.1142,0.183,0.0035,0.8233,2.8597,2.6331,0.9661
