,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8886,0.3282,0.6992,0.4211,0.3077,,0.3556,0.342,0.9642,8,774,18,11
0_1,0.7796,0.5159,0.728,0.4737,0.3913,,0.4286,0.4155,0.9704,9,778,14,10
0_2,0.8312,0.3026,0.7312,0.4737,0.5,,0.4865,0.4747,0.9766,9,783,9,10
0_3,0.8217,0.4586,0.7348,0.5,0.2727,,0.3529,0.3502,0.9593,9,768,24,9
0_4,0.8145,0.3846,0.7424,0.5,0.4286,,0.4615,0.4497,0.9741,9,780,12,9
0_5,0.7491,0.3562,0.7172,0.4444,0.5,,0.4706,0.4601,0.9778,8,784,8,10
0_6,0.9273,0.3593,0.7449,0.5,0.5294,,0.5143,0.5038,0.979,9,784,8,9
0_7,0.7915,0.4127,0.7128,0.4444,0.3478,,0.3902,0.3776,0.9691,8,777,15,10
0_8,0.7284,0.4037,0.6837,0.3889,0.2917,,0.3333,0.3194,0.9654,7,775,17,11
0_9,0.7969,0.2659,0.7036,0.4211,0.4211,,0.4211,0.4071,0.9728,8,780,11,11
0_Mean,0.8129,0.3788,0.7198,0.4567,0.399,,0.4215,0.41,0.9709,8.4,778.3,13.6,10.0
0_SD,0.0599,0.0738,0.02,0.0389,0.0926,,0.0621,0.062,0.0064,0.6992058987801011,5.056349144063003,5.103375789067903,0.816496580927726
Mean,0.8129,0.3788,0.7198,0.4567,0.399,,0.4215,0.41,0.9709,8.4,778.3,13.6,10.0
SD,0.0599,0.0738,0.02,0.0389,0.0926,,0.0621,0.062,0.0064,0.6992,5.0563,5.1034,0.8165
