,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8586,0.652,0.8283,0.6667,0.5,,0.5714,0.5701,0.9852,8,791,8,4
0_1,0.8874,0.7066,0.8399,0.6923,0.4737,,0.5625,0.5644,0.9827,9,788,10,4
0_2,0.887,0.704,0.843,0.6923,0.6429,,0.6667,0.6615,0.9889,9,793,5,4
0_3,0.9297,0.7028,0.8399,0.6923,0.4737,,0.5625,0.5644,0.9827,9,788,10,4
0_4,0.8756,0.5685,0.8033,0.6154,0.5333,,0.5714,0.5654,0.9852,8,791,7,5
0_5,0.8836,0.6062,0.8008,0.6154,0.4211,,0.5,0.4995,0.9803,8,787,11,5
0_6,0.8728,0.5299,0.7251,0.4615,0.4,,0.4286,0.4197,0.9803,6,789,9,7
0_7,0.8205,0.5068,0.7264,0.4615,0.4615,,0.4615,0.4528,0.9827,6,791,7,7
0_8,0.8833,0.5627,0.8014,0.6154,0.4444,,0.5161,0.5139,0.9815,8,788,10,5
0_9,0.7444,0.5186,0.7879,0.5833,0.5385,,0.56,0.5536,0.9864,7,792,6,5
0_Mean,0.8643,0.6058,0.7996,0.6096,0.4889,,0.5401,0.5365,0.9836,7.8,789.8,8.3,5.0
0_SD,0.0501,0.0801,0.0435,0.0872,0.0699,,0.0668,0.0683,0.0028,1.1352924243950935,2.043961295567452,2.0027758514399734,1.1547005383792515
Mean,0.8643,0.6058,0.7996,0.6096,0.4889,,0.5401,0.5365,0.9836,7.8,789.8,8.3,5.0
SD,0.0501,0.0801,0.0435,0.0872,0.0699,,0.0668,0.0683,0.0028,1.1353,2.044,2.0028,1.1547
