,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5868,0.5482,0.1053,0.2222,0.1429,0.1392,0.9703
0_1,0.6268,0.5437,0.1,0.1667,0.125,0.1121,0.9653
0_2,0.6777,0.5219,0.0526,0.125,0.0741,0.067,0.969
0_3,0.6009,0.5212,0.0526,0.1111,0.0714,0.0613,0.9678
0_4,0.6805,0.5469,0.1053,0.1818,0.1333,0.1227,0.9678
0_5,0.6749,0.5488,0.1053,0.25,0.1481,0.1494,0.9715
0_6,0.6065,0.4943,0.0,0.0,,-0.0165,0.9653
0_7,0.69,0.5751,0.1579,0.3333,0.2143,0.217,0.9727
0_8,0.6063,0.4975,0.0,0.0,,-0.011,0.9715
0_9,0.7403,0.5219,0.0526,0.125,0.0741,0.067,0.969
0_Mean,0.6491,0.5319,0.0732,0.1515,0.1229,0.0908,0.969
0_SD,0.0504,0.0252,0.0505,0.1043,0.0492,0.0723,0.0025
Mean,0.6491,0.5319,0.0732,0.1515,0.1229,0.0908,0.969
SD,0.0503,0.0252,0.0505,0.1043,0.0492,0.0723,0.0025
