,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7816,0.4635,0.7717,0.56,0.5185,,0.5385,0.5236,0.9704,14,773,13,11
0_1,0.8551,0.5959,0.7917,0.6,0.5357,,0.566,0.5524,0.9716,15,773,13,10
0_2,0.7986,0.5444,0.7724,0.56,0.5385,,0.549,0.5345,0.9716,14,774,12,11
0_3,0.8392,0.4898,0.7336,0.48,0.5455,,0.5106,0.4972,0.9716,12,776,10,13
0_4,0.7757,0.4698,0.7111,0.44,0.44,,0.44,0.4222,0.9655,11,772,14,14
0_5,0.7802,0.4539,0.7685,0.56,0.4375,,0.4912,0.4769,0.9642,14,768,18,11
0_6,0.8475,0.5385,0.7505,0.52,0.4643,,0.4906,0.4742,0.9667,13,771,15,12
0_7,0.8967,0.6219,0.7975,0.6154,0.5,,0.5517,0.5384,0.9679,16,769,16,10
0_8,0.8514,0.5769,0.8155,0.64,0.6957,,0.6667,0.6571,0.9802,16,778,7,9
0_9,0.7196,0.4759,0.7349,0.48,0.6,,0.5333,0.5236,0.9741,12,777,8,13
0_Mean,0.8145,0.5231,0.7648,0.5455,0.5276,,0.5338,0.52,0.9704,13.7,773.1,12.6,11.4
0_SD,0.0521,0.0607,0.0324,0.0648,0.0779,,0.0599,0.0619,0.0047,1.7029386365926402,3.2812599206199238,3.470510689285432,1.577621275493231
Mean,0.8146,0.5231,0.7647,0.5455,0.5276,,0.5338,0.52,0.9704,13.7,773.1,12.6,11.4
SD,0.0522,0.0607,0.0324,0.0648,0.0779,,0.0599,0.0619,0.0047,1.7029,3.2813,3.4705,1.5776
