,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8445,0.0288,0.4945,0.0,0.0,,,-0.0067,0.9851,0,725,8,3
0_1,0.8322,0.2245,0.832,0.6667,0.5,,0.5714,0.5754,0.9959,2,731,2,1
0_2,0.8702,0.093,0.6216,0.25,0.1667,,0.2,0.1988,0.9891,1,727,5,3
0_3,0.7148,0.0193,0.498,0.0,0.0,,,-0.0047,0.9905,0,729,3,4
0_4,0.9863,0.1222,0.6633,0.3333,0.1667,,0.2222,0.2313,0.9905,1,727,5,2
0_5,0.791,0.035,0.4966,0.0,0.0,,,-0.0053,0.9891,0,727,5,3
0_6,0.9895,0.1566,0.4966,0.0,0.0,,,-0.0053,0.9891,0,727,5,3
0_7,0.9718,0.6796,0.8333,0.6667,1.0,,0.8,0.8159,0.9986,2,732,0,1
0_8,0.8388,0.0311,0.4952,0.0,0.0,,,-0.0063,0.9864,0,725,7,3
0_9,0.9608,0.3686,0.6646,0.3333,0.25,,0.2857,0.2853,0.9932,1,729,3,2
0_Mean,0.88,0.1759,0.6096,0.225,0.2083,,0.4159,0.2078,0.9908,0.7,727.9,4.3,2.5
0_SD,0.0936,0.2082,0.1374,0.2723,0.3222,,0.2611,0.2866,0.0041,0.8232726023485646,2.330951164939612,2.359378449224852,0.97182531580755
Mean,0.88,0.1759,0.6096,0.225,0.2083,,0.4159,0.2078,0.9907,0.7,727.9,4.3,2.5
SD,0.0936,0.2083,0.1374,0.2723,0.3221,,0.2612,0.2866,0.0041,0.8233,2.331,2.3594,0.9718
