,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.9047,0.0365,0.6605,0.3333,0.1,,0.1538,0.1767,0.985,1,722,9,2
0_1,0.9432,0.3538,0.6619,0.3333,0.125,,0.1818,0.1989,0.9877,1,724,7,2
0_2,0.7682,0.0179,0.4938,0.0,0.0,,,-0.0082,0.9823,0,721,9,4
0_3,0.7863,0.0349,0.6605,0.3333,0.1,,0.1538,0.1767,0.985,1,721,9,2
0_4,0.6582,0.0371,0.6619,0.3333,0.125,,0.1818,0.1989,0.9877,1,723,7,2
0_5,0.7831,0.3505,0.6626,0.3333,0.1429,,0.2,0.2134,0.9891,1,724,6,2
0_6,0.7543,0.369,0.6632,0.3333,0.1667,,0.2222,0.2313,0.9905,1,725,5,2
0_7,0.4671,0.0037,0.4945,0.0,0.0,,,-0.0067,0.985,0,722,8,3
0_8,0.7489,0.008,0.4945,0.0,0.0,,,-0.0067,0.985,0,722,8,3
0_9,0.7694,0.0653,0.6605,0.3333,0.1,,0.1538,0.1767,0.985,1,721,9,2
0_Mean,0.7583,0.1277,0.6114,0.2333,0.086,,0.1782,0.1351,0.9862,0.7,722.5,7.7,2.4
0_SD,0.13,0.1598,0.0808,0.161,0.0629,,0.0265,0.0997,0.0024,0.4830458915396479,1.4337208778404378,1.4181364924121764,0.6992058987801011
Mean,0.7583,0.1277,0.6114,0.2333,0.086,,0.1782,0.1351,0.9862,0.7,722.5,7.7,2.4
SD,0.13,0.1598,0.0808,0.161,0.0629,,0.0265,0.0997,0.0024,0.483,1.4337,1.4181,0.6992
