,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7311,0.1628,0.592,0.275,0.1358,,0.1818,0.1329,0.8776,11,699,70,29
0_1,0.7734,0.2042,0.6993,0.5,0.2041,,0.2899,0.2648,0.8789,20,691,78,20
0_2,0.6596,0.1187,0.6021,0.2927,0.15,,0.1983,0.15,0.8801,12,700,68,29
0_3,0.5772,0.1273,0.6092,0.2927,0.1739,,0.2182,0.1716,0.8937,12,711,57,29
0_4,0.6873,0.1757,0.6315,0.3659,0.1596,,0.2222,0.18,0.8702,15,689,79,26
0_5,0.6794,0.1658,0.6413,0.375,0.1744,,0.2381,0.1987,0.8812,15,697,71,25
0_6,0.7384,0.2066,0.6953,0.5,0.1923,,0.2778,0.253,0.8713,20,684,84,20
0_7,0.7727,0.2802,0.707,0.5,0.2326,,0.3175,0.2912,0.8936,20,702,66,20
0_8,0.7036,0.1792,0.6395,0.4,0.1468,,0.2148,0.1771,0.8552,16,675,93,24
0_9,0.7623,0.2652,0.6833,0.45,0.2195,,0.2951,0.2634,0.8936,18,704,64,22
0_Mean,0.7085,0.1886,0.65,0.3951,0.1789,,0.2454,0.2083,0.8795,15.9,695.2,73.0,24.4
0_SD,0.0611,0.0526,0.0431,0.0899,0.0325,,0.0462,0.0552,0.0122,3.510302297840205,10.559882154224596,10.57250101810247,3.806427312965386
Mean,0.7085,0.1886,0.65,0.3951,0.1789,,0.2454,0.2083,0.8795,15.9,695.2,73.0,24.4
SD,0.0611,0.0526,0.0431,0.0899,0.0325,,0.0462,0.0552,0.0123,3.5103,10.5599,10.5725,3.8064
