,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7549,0.15,0.7093,0.4762,0.1961,,0.2778,0.2744,0.929,10,670,41,11
0_1,0.8825,0.2937,0.7163,0.4762,0.2439,,0.3226,0.314,0.9426,10,680,31,11
0_2,0.7093,0.1445,0.6089,0.2727,0.1333,,0.1791,0.1548,0.9249,6,671,39,16
0_3,0.8535,0.185,0.6799,0.4091,0.2045,,0.2727,0.2584,0.9344,9,675,35,13
0_4,0.8382,0.19,0.6515,0.3636,0.1569,,0.2192,0.2032,0.9221,8,667,43,14
0_5,0.802,0.2127,0.663,0.381,0.1702,,0.2353,0.222,0.9289,8,671,39,13
0_6,0.7382,0.1115,0.663,0.381,0.1702,,0.2353,0.222,0.9289,8,671,39,13
0_7,0.7891,0.1875,0.7071,0.4762,0.1852,,0.2667,0.2645,0.9248,10,666,44,11
0_8,0.8201,0.1895,0.6729,0.381,0.2424,,0.2963,0.2782,0.948,8,685,25,13
0_9,0.7661,0.1037,0.6378,0.3333,0.1458,,0.2029,0.1859,0.9248,7,669,41,14
0_Mean,0.7954,0.1768,0.671,0.395,0.1849,,0.2508,0.2378,0.9308,8.4,672.5,37.7,12.9
0_SD,0.0544,0.0546,0.0339,0.0669,0.0376,,0.0442,0.0485,0.0085,1.3498971154211057,5.930148958219065,5.8509258526606995,1.5951314818673865
Mean,0.7954,0.1768,0.671,0.395,0.1849,,0.2508,0.2377,0.9308,8.4,672.5,37.7,12.9
SD,0.0544,0.0546,0.0339,0.0669,0.0376,,0.0442,0.0485,0.0084,1.3499,5.9301,5.8509,1.5951
