,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6903,0.4221,0.7177,0.4706,0.2222,,0.3019,0.3028,0.9544,8,767,28,9
0_1,0.6122,0.3226,0.6607,0.3529,0.1935,,0.25,0.2402,0.9557,6,770,25,11
0_2,0.7597,0.2478,0.638,0.3125,0.1471,,0.2,0.1915,0.9507,5,766,29,11
0_3,0.6445,0.4593,0.7145,0.4706,0.1951,,0.2759,0.2805,0.9482,8,761,33,9
0_4,0.819,0.3931,0.7196,0.4706,0.2424,,0.32,0.3184,0.9581,8,769,25,9
0_5,0.8083,0.2802,0.7183,0.4706,0.2286,,0.3077,0.3078,0.9556,8,767,27,9
0_6,0.8103,0.3734,0.6345,0.2941,0.2,,0.2381,0.2229,0.9605,5,774,20,12
0_7,0.7164,0.3191,0.6551,0.3529,0.15,,0.2105,0.2052,0.9445,6,760,34,11
0_8,0.8123,0.4442,0.7502,0.5294,0.2812,,0.3673,0.3683,0.9618,9,771,23,8
0_9,0.7986,0.4594,0.692,0.4118,0.2414,,0.3043,0.2963,0.9605,7,772,22,10
0_Mean,0.7472,0.3721,0.6901,0.4136,0.2102,,0.2776,0.2734,0.955,7.0,767.7,26.6,9.9
0_SD,0.0766,0.0764,0.0402,0.0805,0.0418,,0.0526,0.0564,0.0057,1.4142135623730951,4.522781838156198,4.550946177566937,1.286683937707919
Mean,0.7472,0.3721,0.6901,0.4136,0.2102,,0.2776,0.2734,0.955,7.0,767.7,26.6,9.9
SD,0.0766,0.0764,0.0402,0.0805,0.0418,,0.0526,0.0564,0.0057,1.4142,4.5228,4.5509,1.2867
