,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8092,0.1106,0.6857,0.4,0.1481,,0.2162,0.2284,0.9643,4,779,23,6
0_1,0.6774,0.052,0.59,0.2,0.1111,,0.1429,0.1349,0.9704,2,786,16,8
0_2,0.8772,0.4276,0.7634,0.5455,0.2857,,0.375,0.3836,0.9754,6,786,15,5
0_3,0.7673,0.197,0.6662,0.3636,0.1379,,0.2,0.2071,0.9606,4,776,25,7
0_4,0.8357,0.4092,0.7154,0.4545,0.2083,,0.2857,0.2941,0.9692,5,782,19,6
0_5,0.8341,0.2348,0.6295,0.2727,0.2143,,0.24,0.23,0.9766,3,790,11,8
0_6,0.694,0.0552,0.6195,0.2727,0.1,,0.1463,0.1465,0.9569,3,774,27,8
0_7,0.8373,0.4557,0.7925,0.6,0.3333,,0.4286,0.4382,0.9803,6,789,12,4
0_8,0.7593,0.2955,0.6906,0.4,0.2105,,0.2759,0.2782,0.9741,4,786,15,6
0_9,0.8522,0.1658,0.5919,0.2,0.1333,,0.16,0.1505,0.9741,2,788,13,8
0_Mean,0.7944,0.2403,0.6745,0.3709,0.1883,,0.2471,0.2491,0.9702,3.9,783.6,17.6,6.6
0_SD,0.0677,0.1517,0.0691,0.1372,0.0768,,0.0963,0.1014,0.0075,1.4491376746189437,5.58171618371586,5.641118880348315,1.429840705968481
Mean,0.7944,0.2403,0.6745,0.3709,0.1882,,0.2471,0.2492,0.9702,3.9,783.6,17.6,6.6
SD,0.0677,0.1517,0.0691,0.1372,0.0768,,0.0963,0.1014,0.0075,1.4491,5.5817,5.6411,1.4298
