,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6213,0.0033,0.4966,0.0,0.0,,,-0.0043,0.9905,0,729,5,2
0_1,0.9918,0.0714,0.4973,0.0,0.0,,,-0.0027,0.9932,0,730,4,1
0_2,0.4019,0.0011,0.4959,0.0,0.0,,,-0.0033,0.9905,0,728,6,1
0_3,0.2561,0.0009,0.4986,0.0,0.0,,,-0.0019,0.9959,0,732,2,1
0_4,0.781,0.0109,0.498,0.0,0.0,,,-0.0033,0.9932,0,730,3,2
0_5,0.7988,0.1275,0.7445,0.5,0.1111,,0.1818,0.2317,0.9878,1,725,8,1
0_6,0.4222,0.0022,0.4966,0.0,0.0,,,-0.0043,0.9905,0,728,5,2
0_7,0.9877,0.0905,0.4973,0.0,0.0,,,-0.0039,0.9918,0,729,4,2
0_8,0.9407,0.0713,0.7466,0.5,0.1667,,0.25,0.2855,0.9918,1,728,5,1
0_9,0.8581,0.0089,0.4959,0.0,0.0,,,-0.0047,0.9891,0,727,6,2
0_Mean,0.706,0.0388,0.5467,0.1,0.0278,,0.2159,0.0489,0.9914,0.2,728.6,4.8,1.5
0_SD,0.2658,0.0469,0.1048,0.2108,0.06,,0.0482,0.1113,0.0023,0.42163702135578396,1.8973665961010275,1.6865480854231356,0.5270462766947299
Mean,0.706,0.0388,0.5467,0.1,0.0278,,0.2159,0.0489,0.9914,0.2,728.6,4.8,1.5
SD,0.2659,0.0469,0.1048,0.2108,0.06,,0.0482,0.1113,0.0023,0.4216,1.8974,1.6865,0.527
