,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7906,0.2003,0.6731,0.3636,0.2222,,0.2759,0.2718,0.9741,4,787,14,7
0_1,0.7713,0.1123,0.6419,0.3,0.1875,,0.2308,0.2252,0.9753,3,788,13,7
0_2,0.6974,0.3942,0.6931,0.4,0.2667,,0.32,0.3164,0.979,4,790,11,6
0_3,0.7566,0.156,0.5906,0.2,0.1176,,0.1481,0.1396,0.9716,2,786,15,8
0_4,0.6819,0.0493,0.6388,0.3,0.1429,,0.1935,0.1928,0.9692,3,783,18,7
0_5,0.6866,0.091,0.6381,0.3,0.1364,,0.1875,0.1877,0.9679,3,782,19,7
0_6,0.684,0.0573,0.6257,0.2727,0.15,,0.1935,0.1876,0.9692,3,783,17,8
0_7,0.654,0.0667,0.5822,0.1818,0.125,,0.1481,0.1367,0.9716,2,786,14,9
0_8,0.7993,0.0682,0.6176,0.2727,0.0909,,0.1364,0.1377,0.9531,3,770,30,8
0_9,0.8119,0.0969,0.5784,0.1818,0.0909,,0.1212,0.1117,0.9642,2,780,20,9
0_Mean,0.7334,0.1292,0.628,0.2773,0.153,,0.1955,0.1907,0.9695,2.9,783.5,17.1,7.6
0_SD,0.0584,0.1043,0.0376,0.0733,0.0568,,0.0639,0.0651,0.0071,0.7378647873726218,5.622375931144333,5.342700108039421,0.9660917830792959
Mean,0.7334,0.1292,0.628,0.2773,0.153,,0.1955,0.1907,0.9695,2.9,783.5,17.1,7.6
SD,0.0583,0.1043,0.0376,0.0733,0.0568,,0.0639,0.0651,0.0071,0.7379,5.6224,5.3427,0.9661
