,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8495,0.0087,0.4973,0.0,0.0,,,-0.0039,0.9918,0,730,4,2
0_1,0.8188,0.0238,0.5,0.0,,,,0.0,0.9973,0,734,0,2
0_2,0.4714,0.0013,0.4959,0.0,0.0,,,-0.0033,0.9905,0,728,6,1
0_3,0.9292,0.0094,0.4973,0.0,0.0,,,-0.0027,0.9932,0,730,4,1
0_4,0.9959,0.125,0.998,1.0,0.25,,0.4,0.499,0.9959,1,731,3,0
0_5,0.9741,0.5189,0.748,0.5,0.25,,0.3333,0.3511,0.9946,1,730,3,1
0_6,0.7879,0.0172,0.4959,0.0,0.0,,,-0.0047,0.9891,0,727,6,2
0_7,0.4065,0.0022,0.4959,0.0,0.0,,,-0.0047,0.9891,0,727,6,2
0_8,0.7954,0.0442,0.498,0.0,0.0,,,-0.0033,0.9932,0,730,3,2
0_9,0.7674,0.0439,0.7459,0.5,0.1429,,0.2222,0.2638,0.9905,1,727,6,1
0_Mean,0.7796,0.0795,0.5972,0.2,0.0714,,0.3185,0.1091,0.9925,0.3,729.4,4.1,1.4
0_SD,0.1966,0.1587,0.175,0.3496,0.1115,,0.0898,0.1894,0.0028,0.48304589153964794,2.2211108331943574,1.9692073983655907,0.6992058987801011
Mean,0.7796,0.0795,0.5972,0.2,0.0714,,0.3185,0.1091,0.9925,0.3,729.4,4.1,1.4
SD,0.1967,0.1587,0.175,0.3496,0.1115,,0.0898,0.1894,0.0028,0.483,2.2211,1.9692,0.6992
