,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7884,0.3303,0.6938,0.4167,0.1923,,0.2632,0.2659,0.9619,5,701,21,7
0_1,0.6936,0.1472,0.607,0.25,0.1034,,0.1463,0.1393,0.9523,3,696,26,9
0_2,0.7167,0.0761,0.6764,0.3846,0.1786,,0.2439,0.2429,0.9578,5,698,23,8
0_3,0.7387,0.055,0.5568,0.1538,0.0645,,0.0909,0.0745,0.9455,2,692,29,11
0_4,0.6162,0.0489,0.5987,0.2308,0.1111,,0.15,0.1384,0.9537,3,697,24,10
0_5,0.812,0.2076,0.7169,0.4615,0.2308,,0.3077,0.3095,0.9632,6,701,20,7
0_6,0.5778,0.0466,0.5651,0.1538,0.1053,,0.125,0.1082,0.9619,2,704,17,11
0_7,0.6602,0.0701,0.6001,0.2308,0.12,,0.1579,0.1456,0.9564,3,699,22,10
0_8,0.7131,0.0832,0.6393,0.3077,0.16,,0.2105,0.2026,0.9591,4,700,21,9
0_9,0.703,0.1415,0.5624,0.1538,0.087,,0.1111,0.0944,0.9564,2,700,21,11
0_Mean,0.702,0.1206,0.6217,0.2744,0.1353,,0.1807,0.1721,0.9568,3.5,698.8,22.4,9.3
0_SD,0.0714,0.0904,0.0574,0.1138,0.0526,,0.0718,0.079,0.0053,1.4337208778404378,3.2930904093942583,3.339993346633426,1.5670212364724212
Mean,0.702,0.1206,0.6216,0.2744,0.1353,,0.1806,0.1721,0.9568,3.5,698.8,22.4,9.3
SD,0.0714,0.0904,0.0575,0.1138,0.0526,,0.0719,0.079,0.0053,1.4337,3.2931,3.34,1.567
