,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7579,0.1892,0.7183,0.4706,0.2286,,0.3077,0.3078,0.9557,8,768,27,9
0_1,0.6329,0.0647,0.5719,0.1765,0.1034,,0.1304,0.1109,0.9507,3,769,26,14
0_2,0.7532,0.2819,0.692,0.4118,0.2414,,0.3043,0.2963,0.9606,7,773,22,10
0_3,0.8004,0.1134,0.6013,0.2353,0.1333,,0.1702,0.1538,0.952,4,769,26,13
0_4,0.7125,0.2029,0.6711,0.375,0.1875,,0.25,0.2445,0.9556,6,769,26,10
0_5,0.8814,0.1994,0.7636,0.5625,0.2432,,0.3396,0.3514,0.9568,9,767,28,7
0_6,0.7145,0.1373,0.6386,0.3125,0.1515,,0.2041,0.1952,0.9519,5,767,28,11
0_7,0.7492,0.1388,0.6137,0.25,0.1818,,0.2105,0.1946,0.963,4,777,18,12
0_8,0.6817,0.0741,0.5824,0.1875,0.1429,,0.1622,0.1444,0.9618,3,777,18,13
0_9,0.7978,0.3302,0.7483,0.5294,0.2571,,0.3462,0.3501,0.9581,9,768,26,8
0_Mean,0.7482,0.1732,0.6601,0.3511,0.1871,,0.2425,0.2349,0.9566,5.8,770.4,24.5,10.7
0_SD,0.0693,0.0856,0.0691,0.1404,0.0536,,0.0782,0.0878,0.0043,2.3475755815545347,3.864367132317183,3.8078865529319543,2.3118054512532935
Mean,0.7482,0.1732,0.6601,0.3511,0.1871,,0.2425,0.2349,0.9566,5.8,770.4,24.5,10.7
SD,0.0693,0.0856,0.069,0.1404,0.0536,,0.0782,0.0878,0.0043,2.3476,3.8644,3.8079,2.3118
