,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8012,0.2369,0.7179,0.4737,0.2308,,0.3103,0.3081,0.9507,9,762,30,10
0_1,0.7424,0.4283,0.7236,0.4737,0.3,,0.3673,0.3584,0.9618,9,771,21,10
0_2,0.8299,0.3888,0.7493,0.5263,0.3125,,0.3922,0.3873,0.9618,10,770,22,9
0_3,0.7831,0.3863,0.7563,0.5556,0.2273,,0.3226,0.3334,0.9481,10,758,34,8
0_4,0.7788,0.4896,0.767,0.5556,0.3704,,0.4444,0.4386,0.9691,10,775,17,8
0_5,0.7191,0.3055,0.6559,0.3333,0.2609,,0.2927,0.2768,0.9642,6,775,17,12
0_6,0.9019,0.3995,0.7904,0.6111,0.3143,,0.4151,0.4211,0.9617,11,768,24,7
0_7,0.7737,0.3867,0.7633,0.5556,0.303,,0.3922,0.3926,0.9617,10,769,23,8
0_8,0.7574,0.369,0.7071,0.4444,0.25,,0.32,0.3134,0.958,8,768,24,10
0_9,0.8675,0.3354,0.7274,0.4737,0.375,,0.4186,0.4059,0.9691,9,776,15,10
0_Mean,0.7955,0.3726,0.7358,0.5003,0.2944,,0.3675,0.3635,0.9606,9.2,769.2,22.7,9.2
0_SD,0.0565,0.0687,0.0381,0.0783,0.0524,,0.0529,0.054,0.0069,1.398411797560202,5.750362307426087,5.888784066153027,1.4757295747452437
Mean,0.7955,0.3726,0.7358,0.5003,0.2944,,0.3675,0.3636,0.9606,9.2,769.2,22.7,9.2
SD,0.0565,0.0687,0.0381,0.0784,0.0524,,0.0529,0.054,0.0069,1.3984,5.7504,5.8888,1.4757
