,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5733,0.0117,0.492,0.0,0.0,,,-0.01,0.9779,0,795,13,5
0_1,0.9557,0.27,0.8938,0.8,0.2857,,0.4211,0.4733,0.9865,4,798,10,1
0_2,0.6869,0.0134,0.4932,0.0,0.0,,,-0.0092,0.9803,0,797,11,5
0_3,0.7069,0.2111,0.5932,0.2,0.0833,,0.1176,0.1208,0.9815,1,797,11,4
0_4,0.474,0.0187,0.5963,0.2,0.1429,,0.1667,0.163,0.9877,1,802,6,4
0_5,0.8748,0.2981,0.6957,0.4,0.2222,,0.2857,0.2924,0.9877,2,801,7,3
0_6,0.8861,0.0723,0.5944,0.2,0.1,,0.1333,0.134,0.984,1,799,9,4
0_7,0.8629,0.3328,0.6938,0.4,0.1667,,0.2353,0.2513,0.984,2,798,10,3
0_8,0.8759,0.3066,0.7463,0.5,0.25,,0.3333,0.3492,0.9901,2,802,6,2
0_9,0.7787,0.0273,0.4963,0.0,0.0,,,-0.0068,0.9865,0,801,6,5
0_Mean,0.7675,0.1562,0.6295,0.27,0.1251,,0.2419,0.1758,0.9846,1.3,799.0,8.9,3.6
0_SD,0.1549,0.1389,0.1295,0.2584,0.1066,,0.112,0.165,0.0038,1.2516655570345725,2.4037008503093262,2.5144029554194813,1.3498971154211057
Mean,0.7675,0.1562,0.6295,0.27,0.1251,,0.2419,0.1758,0.9846,1.3,799.0,8.9,3.6
SD,0.1549,0.1389,0.1295,0.2584,0.1066,,0.112,0.165,0.0038,1.2517,2.4037,2.5144,1.3499
