,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7034,0.2689,0.6986,0.5,0.026,,0.0494,0.0954,0.8951,2,655,75,2
0_1,0.7979,0.3572,0.7909,0.6667,0.0312,,0.0597,0.1316,0.9141,2,668,62,1
0_2,0.5952,0.0071,0.6126,0.3333,0.0125,,0.0241,0.0461,0.8895,1,651,79,2
0_3,0.6148,0.1761,0.6194,0.3333,0.0143,,0.0274,0.0519,0.9031,1,661,69,2
0_4,0.7909,0.353,0.7758,0.6667,0.0233,,0.0449,0.1094,0.884,2,646,84,1
0_5,0.7927,0.3529,0.782,0.6667,0.026,,0.05,0.1174,0.8963,2,655,75,1
0_6,0.7947,0.3536,0.7909,0.6667,0.0312,,0.0597,0.1316,0.9141,2,668,62,1
0_7,0.6231,0.1769,0.6276,0.3333,0.0172,,0.0328,0.0604,0.9195,1,673,57,2
0_8,0.8073,0.3664,0.8032,0.6667,0.0435,,0.0816,0.1596,0.9386,2,686,44,1
0_9,0.9486,0.3594,0.9493,1.0,0.039,,0.075,0.1871,0.899,3,656,74,0
0_Mean,0.7469,0.2771,0.745,0.5833,0.0264,,0.0505,0.1091,0.9053,1.8,661.9,68.1,1.3
0_SD,0.111,0.121,0.1059,0.2115,0.0102,,0.0192,0.0466,0.0163,0.6324555320336759,11.929887770730376,11.929887770730378,0.6749485577105528
Mean,0.7469,0.2772,0.745,0.5833,0.0264,,0.0505,0.109,0.9053,1.8,661.9,68.1,1.3
SD,0.111,0.121,0.1059,0.2116,0.0102,,0.0192,0.0466,0.0163,0.6325,11.9299,11.9299,0.6749
