,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5512,0.451,0.5519,0.76,0.475,,0.5846,0.1125,0.5263,19,11,21,6
0_1,0.5312,0.4881,0.5162,0.72,0.45,,0.5538,0.0353,0.4912,18,10,22,7
0_2,0.6106,0.6244,0.5725,0.52,0.52,,0.52,0.145,0.5789,13,20,12,12
0_3,0.57,0.526,0.5344,0.6,0.4688,,0.5263,0.0688,0.5263,15,15,17,10
0_4,0.6875,0.6664,0.6256,0.72,0.5455,,0.6207,0.2525,0.614,18,17,15,7
0_5,0.6569,0.5134,0.6456,0.76,0.5588,,0.6441,0.2946,0.6316,19,17,15,6
0_6,0.7,0.6724,0.6769,0.76,0.5938,,0.6667,0.3538,0.6667,19,19,13,6
0_7,0.7298,0.6299,0.6979,0.7083,0.6296,,0.6667,0.392,0.6964,17,22,10,7
0_8,0.612,0.6149,0.6198,0.7083,0.5312,,0.6071,0.2396,0.6071,17,17,15,7
0_9,0.7793,0.7463,0.6927,0.7917,0.5938,,0.6786,0.3854,0.6786,19,19,13,5
0_Mean,0.6429,0.5933,0.6134,0.7048,0.5366,,0.6069,0.2279,0.6017,17.4,16.7,15.3,7.3
0_SD,0.0815,0.0943,0.0665,0.0832,0.0596,,0.0589,0.1314,0.0701,2.0110804171997807,3.802046232695699,3.802046232695699,2.110818693198342
Mean,0.6428,0.5933,0.6133,0.7048,0.5367,,0.6069,0.228,0.6017,17.4,16.7,15.3,7.3
SD,0.0815,0.0943,0.0665,0.0832,0.0596,,0.0589,0.1314,0.0701,2.0111,3.802,3.802,2.1108
