,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6448,0.3701,0.6239,0.7143,0.1404,,0.2347,0.1463,0.551,50,350,306,20
0_1,0.684,0.4224,0.6469,0.7571,0.1485,,0.2482,0.1734,0.5579,53,352,304,17
0_2,0.6355,0.3673,0.5986,0.6667,0.1299,,0.2175,0.1157,0.5434,46,348,308,23
0_3,0.6623,0.3867,0.631,0.7101,0.1429,,0.2379,0.154,0.5669,49,362,294,20
0_4,0.6398,0.3743,0.6213,0.7143,0.1393,,0.2331,0.1433,0.5462,50,346,309,20
0_5,0.7171,0.4333,0.659,0.7714,0.1538,,0.2565,0.1879,0.5683,54,358,297,16
0_6,0.7044,0.4355,0.6595,0.7571,0.1559,,0.2585,0.1888,0.5807,53,368,287,17
0_7,0.6676,0.3883,0.6297,0.7143,0.1437,,0.2392,0.1533,0.5614,50,357,298,20
0_8,0.659,0.3771,0.6116,0.6857,0.1368,,0.228,0.1319,0.5517,48,352,303,22
0_9,0.6438,0.3656,0.6103,0.7,0.135,,0.2263,0.1303,0.5379,49,341,314,21
0_Mean,0.6658,0.3921,0.6292,0.7191,0.1426,,0.238,0.1525,0.5565,50.2,353.4,302.0,19.6
0_SD,0.028,0.0276,0.0206,0.0334,0.0082,,0.0132,0.0245,0.013,2.485513584307633,7.9888811621041285,8.027729719194863,2.2705848487901865
Mean,0.6658,0.3921,0.6292,0.7191,0.1426,,0.238,0.1525,0.5565,50.2,353.4,302.0,19.6
SD,0.028,0.0277,0.0206,0.0333,0.0082,,0.0132,0.0245,0.0131,2.4855,7.9889,8.0277,2.2706
