,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7224,0.2639,0.72,0.5,0.0222,,0.0426,0.0956,0.9389,1,690,44,1
0_1,0.7129,0.2615,0.7071,0.5,0.0156,,0.0303,0.0765,0.913,1,671,63,1
0_2,0.4584,0.0014,0.4721,0.0,0.0,,,-0.0127,0.9416,0,693,41,2
0_3,0.9533,0.2712,0.718,0.5,0.0208,,0.04,0.0919,0.9348,1,687,47,1
0_4,0.4503,0.0014,0.4625,0.0,0.0,,,-0.0148,0.9226,0,679,55,2
0_5,0.6986,0.0093,0.7132,0.5,0.0182,,0.0351,0.0844,0.9253,1,680,54,1
0_6,0.7129,0.2619,0.7125,0.5,0.0179,,0.0345,0.0835,0.9239,1,679,55,1
0_7,0.985,0.5217,0.968,1.0,0.0208,,0.0408,0.1396,0.9361,1,687,47,0
0_8,0.9809,0.5172,0.9632,1.0,0.0182,,0.0357,0.1298,0.9265,1,680,54,0
0_9,0.9319,0.0089,0.4714,0.0,0.0,,,-0.0091,0.9415,0,692,42,1
0_Mean,0.7607,0.2118,0.6908,0.45,0.0134,,0.037,0.0665,0.9304,0.7,683.8,50.2,1.0
0_SD,0.2008,0.2031,0.1832,0.3689,0.0094,,0.0043,0.0579,0.0095,0.48304589153964794,7.067924416372572,7.067924416372572,0.6666666666666666
Mean,0.7607,0.2118,0.6908,0.45,0.0134,,0.037,0.0665,0.9304,0.7,683.8,50.2,1.0
SD,0.2008,0.2031,0.1832,0.3689,0.0094,,0.0043,0.0579,0.0095,0.483,7.0679,7.0679,0.6667
