,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.671,0.2216,0.5937,0.3846,0.034,,0.0625,0.0618,0.7954,5,578,142,8
0_1,0.5183,0.0946,0.4769,0.1538,0.0137,,0.0252,-0.0153,0.7885,2,576,144,11
0_2,0.6799,0.2292,0.6502,0.4615,0.0492,,0.0889,0.1065,0.8322,6,604,116,7
0_3,0.673,0.2252,0.6824,0.5385,0.053,,0.0966,0.1253,0.8213,7,595,125,6
0_4,0.6249,0.1814,0.6419,0.4615,0.0448,,0.0816,0.0969,0.8158,6,592,128,7
0_5,0.6749,0.1835,0.6658,0.5385,0.0449,,0.0828,0.1069,0.7885,7,571,149,6
0_6,0.7025,0.265,0.7105,0.6154,0.0541,,0.0994,0.1384,0.8022,8,580,140,5
0_7,0.6166,0.2171,0.6259,0.4615,0.0382,,0.0706,0.081,0.7844,6,569,151,7
0_8,0.6392,0.1523,0.6194,0.4167,0.0376,,0.069,0.0787,0.8156,5,592,128,7
0_9,0.8156,0.3741,0.7375,0.6667,0.0548,,0.1013,0.1509,0.806,8,582,138,4
0_Mean,0.6616,0.2144,0.6404,0.4699,0.0424,,0.0778,0.0931,0.805,6.0,583.9,136.1,6.8
0_SD,0.0749,0.0736,0.0718,0.1412,0.0124,,0.0228,0.047,0.016,1.7638342073763937,11.367106540853355,11.367106540853355,1.8737959096740262
Mean,0.6616,0.2144,0.6404,0.4699,0.0424,,0.0778,0.0931,0.805,6.0,583.9,136.1,6.8
SD,0.0749,0.0736,0.0718,0.1412,0.0125,,0.0228,0.047,0.016,1.7638,11.3671,11.3671,1.8738
