,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7442,0.3296,0.7028,0.5714,0.0923,,0.1589,0.1772,0.8267,12,594,118,9
0_1,0.6753,0.2348,0.6316,0.4545,0.0685,,0.119,0.1125,0.7981,10,575,136,12
0_2,0.8045,0.319,0.7418,0.6818,0.0962,,0.1685,0.2016,0.7981,15,570,141,7
0_3,0.7629,0.3805,0.7518,0.7273,0.0914,,0.1624,0.2016,0.7749,16,552,159,6
0_4,0.7732,0.3494,0.7307,0.6667,0.0875,,0.1547,0.1863,0.791,14,565,146,7
0_5,0.7588,0.3507,0.7146,0.619,0.0878,,0.1538,0.1784,0.8046,13,576,135,8
0_6,0.7517,0.2726,0.6781,0.5714,0.0727,,0.129,0.1423,0.7787,12,558,153,9
0_7,0.737,0.3392,0.6746,0.5714,0.0706,,0.1257,0.138,0.7719,12,553,158,9
0_8,0.7254,0.2959,0.7398,0.6667,0.0952,,0.1667,0.1998,0.8087,14,578,133,7
0_9,0.7209,0.2438,0.6991,0.619,0.0765,,0.1361,0.1574,0.7746,13,554,157,8
0_Mean,0.7454,0.3115,0.7065,0.6149,0.0839,,0.1475,0.1695,0.7927,13.1,567.5,143.6,8.2
0_SD,0.0346,0.0484,0.0373,0.0774,0.0107,,0.0183,0.0308,0.0179,1.728840330651992,13.648361725048826,13.43461532344298,1.6865480854231356
Mean,0.7454,0.3116,0.7065,0.6149,0.0839,,0.1475,0.1695,0.7927,13.1,567.5,143.6,8.2
SD,0.0346,0.0484,0.0374,0.0774,0.0107,,0.0183,0.0308,0.0179,1.7288,13.6484,13.4346,1.6865
