,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.728,0.2687,0.7326,0.625,0.073,,0.1307,0.1727,0.836,10,668,127,6
0_1,0.6946,0.2611,0.6726,0.5,0.0611,,0.1088,0.1305,0.8385,8,672,123,8
0_2,0.737,0.3349,0.7007,0.5625,0.0657,,0.1176,0.149,0.8335,9,667,128,7
0_3,0.7083,0.3305,0.7001,0.5625,0.0652,,0.1169,0.1481,0.8323,9,666,129,7
0_4,0.7298,0.2987,0.707,0.5625,0.0709,,0.1259,0.1584,0.8459,9,677,118,7
0_5,0.7857,0.3876,0.7723,0.7059,0.0857,,0.1529,0.2065,0.836,12,666,128,5
0_6,0.6685,0.2452,0.6465,0.4706,0.0537,,0.0964,0.1084,0.815,8,653,141,9
0_7,0.6729,0.1895,0.6341,0.4118,0.0579,,0.1014,0.1078,0.8471,7,680,114,10
0_8,0.6574,0.2132,0.6446,0.4706,0.0526,,0.0947,0.1062,0.8113,8,650,144,9
0_9,0.8113,0.4205,0.7704,0.7059,0.0839,,0.15,0.2033,0.8323,12,663,131,5
0_Mean,0.7194,0.295,0.6981,0.5577,0.067,,0.1195,0.1491,0.8328,9.2,666.2,128.3,7.3
0_SD,0.0502,0.074,0.0498,0.0991,0.0115,,0.0206,0.0372,0.0116,1.6865480854231356,9.37846232361977,9.165757530674217,1.7029386365926402
Mean,0.7194,0.295,0.6981,0.5577,0.067,,0.1195,0.1491,0.8328,9.2,666.2,128.3,7.3
SD,0.0502,0.074,0.0498,0.0991,0.0115,,0.0206,0.0372,0.0116,1.6865,9.3785,9.1658,1.7029
