,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5834,0.6089,0.4211,0.0473,0.0851,0.0811,0.7879
0_1,0.6373,0.6038,0.4211,0.0452,0.0816,0.076,0.7781
0_2,0.6828,0.6954,0.5789,0.0688,0.1229,0.1485,0.8064
0_3,0.736,0.6916,0.5789,0.0663,0.1189,0.1437,0.799
0_4,0.6558,0.5851,0.3684,0.0427,0.0765,0.0641,0.7916
0_5,0.693,0.6365,0.4737,0.0536,0.0963,0.1019,0.7916
0_6,0.6206,0.6453,0.4737,0.0584,0.104,0.1121,0.8089
0_7,0.7469,0.7217,0.6316,0.0745,0.1333,0.1682,0.8076
0_8,0.735,0.6932,0.6,0.0663,0.1194,0.1439,0.7818
0_9,0.7055,0.6551,0.5263,0.0552,0.1,0.1127,0.7778
0_Mean,0.6796,0.6537,0.5074,0.0578,0.1038,0.1152,0.7931
0_SD,0.0545,0.0459,0.0889,0.0109,0.0193,0.035,0.012
Mean,0.6796,0.6537,0.5074,0.0578,0.1038,0.1152,0.7931
SD,0.0545,0.0459,0.0889,0.0109,0.0193,0.0351,0.012
