,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6834,0.3403,0.6473,0.5833,0.0581,,0.1057,0.1092,0.7074,14,559,227,10
0_1,0.7074,0.3257,0.6555,0.6087,0.0565,,0.1033,0.1121,0.6996,14,552,234,9
0_2,0.6533,0.2589,0.6298,0.5217,0.055,,0.0996,0.0973,0.7318,12,580,206,11
0_3,0.6387,0.2786,0.6266,0.5217,0.0538,,0.0976,0.0942,0.7256,12,575,211,11
0_4,0.6861,0.2855,0.6356,0.5217,0.0574,,0.1034,0.1029,0.7429,12,589,197,11
0_5,0.6631,0.2598,0.6043,0.4783,0.0493,,0.0894,0.0776,0.7231,11,574,212,12
0_6,0.6368,0.2111,0.5825,0.4348,0.045,,0.0816,0.0615,0.7219,10,574,212,13
0_7,0.7377,0.2744,0.7225,0.6957,0.0751,,0.1356,0.1679,0.7478,16,589,197,7
0_8,0.7492,0.3024,0.6938,0.6667,0.0681,,0.1236,0.1449,0.7194,16,566,219,8
0_9,0.6692,0.2716,0.6243,0.5417,0.0535,,0.0974,0.092,0.7021,13,555,230,11
0_Mean,0.6825,0.2808,0.6422,0.5574,0.0572,,0.1037,0.106,0.7222,13.0,571.3,214.5,10.3
0_SD,0.0388,0.0365,0.0409,0.0815,0.0087,,0.0156,0.0309,0.0161,2.0,13.115300648902833,12.9378857967169,1.8287822299126937
Mean,0.6825,0.2808,0.6422,0.5574,0.0572,,0.1037,0.106,0.7222,13.0,571.3,214.5,10.3
SD,0.0388,0.0364,0.0409,0.0815,0.0087,,0.0157,0.0309,0.0161,2.0,13.1153,12.9379,1.8288
