,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7287,0.6953,0.6,0.0838,0.1471,0.1628,0.7847
0_1,0.779,0.7568,0.76,0.0896,0.1603,0.2021,0.7537
0_2,0.7529,0.7495,0.72,0.0942,0.1667,0.2034,0.7772
0_3,0.7068,0.6546,0.52,0.073,0.1281,0.1292,0.7809
0_4,0.7673,0.7559,0.72,0.0994,0.1748,0.2126,0.7896
0_5,0.7178,0.6474,0.48,0.0764,0.1319,0.129,0.8045
0_6,0.6884,0.6921,0.6,0.0815,0.1435,0.1586,0.7785
0_7,0.7684,0.7121,0.64,0.0865,0.1524,0.1748,0.7797
0_8,0.7695,0.7191,0.64,0.092,0.1608,0.1846,0.7933
0_9,0.8073,0.7727,0.7692,0.1026,0.181,0.225,0.776
0_Mean,0.7486,0.7156,0.6449,0.0879,0.1546,0.1782,0.7818
0_SD,0.0369,0.0436,0.0982,0.0095,0.0174,0.0334,0.0132
Mean,0.7486,0.7156,0.6449,0.0879,0.1547,0.1782,0.7818
SD,0.0369,0.0436,0.0982,0.0096,0.0174,0.0335,0.0132
