,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6918,0.3407,0.6774,0.6585,0.1038,,0.1794,0.1667,0.6943,27,534,233,14
0_1,0.6171,0.2681,0.5772,0.4634,0.0742,,0.1279,0.0728,0.6795,19,530,237,22
0_2,0.6872,0.3453,0.6661,0.675,0.0931,,0.1636,0.1502,0.658,27,504,263,13
0_3,0.6627,0.2673,0.6184,0.525,0.0868,,0.1489,0.1122,0.7026,21,546,221,19
0_4,0.7038,0.3818,0.681,0.675,0.1011,,0.1759,0.167,0.6865,27,527,240,13
0_5,0.7382,0.3911,0.7212,0.75,0.1128,,0.1961,0.2042,0.6952,30,531,236,10
0_6,0.735,0.3647,0.6909,0.7,0.1029,,0.1795,0.1753,0.6828,28,523,244,12
0_7,0.6638,0.3055,0.646,0.575,0.0958,,0.1643,0.1387,0.71,23,550,217,17
0_8,0.7016,0.3686,0.6687,0.675,0.0944,,0.1656,0.1531,0.6629,27,508,259,13
0_9,0.6982,0.3307,0.672,0.6585,0.1007,,0.1748,0.1604,0.684,27,525,241,14
0_Mean,0.6899,0.3364,0.6619,0.6355,0.0966,,0.1676,0.1501,0.6856,25.6,527.8,239.1,14.7
0_SD,0.0357,0.044,0.0401,0.0872,0.0106,,0.0187,0.0362,0.0163,3.438345855527367,14.405245958022066,14.387108426952544,3.591656999213594
Mean,0.6899,0.3364,0.6619,0.6355,0.0966,,0.1676,0.1501,0.6856,25.6,527.8,239.1,14.7
SD,0.0357,0.044,0.0401,0.0872,0.0106,,0.0188,0.0362,0.0163,3.4383,14.4052,14.3871,3.5917
