,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6244,0.5651,0.3333,0.0419,0.0745,0.0512,0.7849
0_1,0.6683,0.6429,0.4762,0.0625,0.1105,0.1141,0.801
0_2,0.695,0.6598,0.5,0.0719,0.1257,0.1327,0.8109
0_3,0.619,0.5698,0.2857,0.0496,0.0845,0.0622,0.8391
0_4,0.6447,0.5869,0.381,0.0468,0.0833,0.0677,0.7822
0_5,0.6092,0.6279,0.4286,0.0621,0.1084,0.106,0.8168
0_6,0.7037,0.6717,0.5238,0.0719,0.1264,0.1394,0.8119
0_7,0.775,0.6936,0.5714,0.0764,0.1348,0.1557,0.8094
0_8,0.7314,0.7212,0.619,0.0855,0.1503,0.1801,0.8181
0_9,0.7028,0.6911,0.5714,0.0745,0.1319,0.1522,0.8045
0_Mean,0.6774,0.643,0.469,0.0643,0.113,0.1161,0.8079
0_SD,0.0539,0.0547,0.11,0.0143,0.0253,0.0439,0.0164
Mean,0.6773,0.643,0.469,0.0643,0.113,0.1161,0.8079
SD,0.0539,0.0547,0.11,0.0143,0.0253,0.0439,0.0164
