,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8799,0.8722,0.8333,0.1235,0.2151,0.2998,0.91
0_1,0.8515,0.8458,0.7692,0.1389,0.2353,0.3054,0.9199
0_2,0.8075,0.7967,0.6923,0.1023,0.1782,0.2396,0.8977
0_3,0.8878,0.8742,0.8462,0.1236,0.2157,0.3007,0.9014
0_4,0.7777,0.7739,0.6154,0.129,0.2133,0.2589,0.9273
0_5,0.8084,0.8023,0.6923,0.1139,0.1957,0.2561,0.9088
0_6,0.8067,0.7979,0.6923,0.1047,0.1818,0.243,0.9001
0_7,0.8445,0.7732,0.6154,0.127,0.2105,0.2564,0.926
0_8,0.8925,0.8767,0.8462,0.1294,0.2245,0.3089,0.9063
0_9,0.752,0.7466,0.5833,0.0886,0.1538,0.2008,0.9049
0_Mean,0.8309,0.8159,0.7186,0.1181,0.2024,0.267,0.9102
0_SD,0.048,0.0477,0.1,0.0154,0.0247,0.0357,0.0106
Mean,0.8308,0.816,0.7186,0.1181,0.2024,0.267,0.9102
SD,0.048,0.0476,0.1,0.0154,0.0247,0.0357,0.0106
