,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5188,0.5375,0.7,0.5833,0.6364,0.0791,0.5556
0_1,0.3875,0.425,0.6,0.5,0.5455,-0.1581,0.4444
0_2,0.725,0.6625,0.7,0.7,0.7,0.325,0.6667
0_3,0.7143,0.6688,0.9091,0.7143,0.8,0.3959,0.7222
0_4,0.8571,0.8571,1.0,0.8462,0.9167,0.7774,0.8889
0_5,0.7,0.6143,0.8,0.6667,0.7273,0.2469,0.6471
0_6,0.5214,0.45,0.9,0.5625,0.6923,-0.2092,0.5294
0_7,0.4714,0.4214,0.7,0.5385,0.6087,-0.1823,0.4706
0_8,0.6429,0.5643,0.7,0.6364,0.6667,0.1324,0.5882
0_9,0.6571,0.6143,0.8,0.6667,0.7273,0.2469,0.6471
0_Mean,0.6196,0.5815,0.7809,0.6414,0.7021,0.1654,0.616
0_SD,0.1416,0.1341,0.1239,0.1012,0.1032,0.3057,0.1303
Mean,0.6196,0.5815,0.7809,0.6415,0.7021,0.1654,0.616
SD,0.1416,0.1341,0.1239,0.1012,0.1032,0.3057,0.1303
