,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5284,0.5024,0.1765,0.0216,0.0385,0.0018,0.8146
0_1,0.6049,0.6093,0.4118,0.0438,0.0791,0.0787,0.7985
0_2,0.6425,0.6381,0.4706,0.0494,0.0894,0.099,0.7985
0_3,0.4936,0.5255,0.2353,0.0267,0.0479,0.0188,0.8035
0_4,0.7572,0.7408,0.6471,0.0775,0.1384,0.1816,0.8307
0_5,0.7031,0.6994,0.5882,0.0625,0.113,0.1436,0.8059
0_6,0.6245,0.6393,0.4706,0.05,0.0904,0.1003,0.801
0_7,0.5789,0.5315,0.2941,0.0266,0.0488,0.0214,0.759
0_8,0.6357,0.5897,0.4118,0.0366,0.0673,0.0606,0.7602
0_9,0.4969,0.4992,0.1765,0.0208,0.0373,-0.0006,0.8084
0_Mean,0.6066,0.5975,0.3882,0.0415,0.075,0.0705,0.798
0_SD,0.0857,0.0835,0.1645,0.0187,0.0336,0.0618,0.0224
Mean,0.6066,0.5975,0.3882,0.0416,0.075,0.0705,0.798
SD,0.0857,0.0835,0.1645,0.0188,0.0336,0.0618,0.0224
