,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6884,0.6583,0.5217,0.0694,0.1224,0.1284,0.7871
0_1,0.678,0.6461,0.4783,0.0701,0.1222,0.1228,0.8045
0_2,0.702,0.6615,0.5217,0.0714,0.1257,0.1324,0.7933
0_3,0.706,0.6551,0.5217,0.0674,0.1194,0.1245,0.7809
0_4,0.6499,0.5653,0.3333,0.0479,0.0838,0.0547,0.7834
0_5,0.655,0.6384,0.5,0.0642,0.1137,0.1114,0.7686
0_6,0.6822,0.6569,0.5,0.0759,0.1319,0.1343,0.8045
0_7,0.6914,0.6595,0.5217,0.0702,0.1237,0.1299,0.7893
0_8,0.7387,0.678,0.5652,0.0734,0.13,0.1432,0.7844
0_9,0.7145,0.6946,0.5652,0.0861,0.1494,0.1661,0.8166
0_Mean,0.6906,0.6514,0.5029,0.0696,0.1222,0.1248,0.7913
0_SD,0.0267,0.0341,0.0655,0.0096,0.0166,0.0285,0.0139
Mean,0.6906,0.6514,0.5029,0.0696,0.1222,0.1248,0.7913
SD,0.0267,0.0341,0.0655,0.0096,0.0165,0.0285,0.0139
