,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7925,0.749,0.6774,0.1304,0.2188,0.2393,0.815
0_1,0.7618,0.7452,0.7097,0.114,0.1964,0.2208,0.7781
0_2,0.7797,0.7542,0.7097,0.1229,0.2095,0.235,0.7953
0_3,0.7395,0.7181,0.6452,0.1093,0.1869,0.2001,0.7855
0_4,0.7807,0.7401,0.7097,0.1095,0.1897,0.2132,0.7682
0_5,0.6516,0.6329,0.4516,0.0881,0.1474,0.1283,0.8002
0_6,0.7766,0.7483,0.6774,0.1296,0.2176,0.2382,0.8138
0_7,0.6785,0.6551,0.5,0.092,0.1554,0.1461,0.7988
0_8,0.7455,0.6683,0.5484,0.0934,0.1596,0.1547,0.779
0_9,0.8167,0.7237,0.6452,0.1149,0.1951,0.209,0.7963
0_Mean,0.7523,0.7135,0.6274,0.1104,0.1876,0.1985,0.793
0_SD,0.0514,0.0446,0.0939,0.0152,0.0257,0.0408,0.0153
Mean,0.7523,0.7135,0.6274,0.1104,0.1876,0.1985,0.793
SD,0.0514,0.0446,0.0939,0.0152,0.0257,0.0408,0.0153
