,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7611,0.7244,0.619,0.097,0.1677,0.1938,0.8238
0_1,0.8149,0.7902,0.7619,0.1103,0.1928,0.2431,0.8169
0_2,0.6409,0.6114,0.3636,0.0741,0.1231,0.1073,0.8443
0_3,0.8343,0.8309,0.8182,0.1395,0.2384,0.2966,0.8429
0_4,0.8014,0.6847,0.5455,0.0876,0.1509,0.1617,0.8156
0_5,0.7229,0.7278,0.619,0.1008,0.1733,0.1997,0.8304
0_6,0.6839,0.676,0.5238,0.0827,0.1429,0.1524,0.8194
0_7,0.7084,0.6921,0.5714,0.0828,0.1446,0.1609,0.8057
0_8,0.7498,0.6809,0.5238,0.0873,0.1497,0.16,0.829
0_9,0.7776,0.7516,0.6667,0.1077,0.1854,0.2199,0.8317
0_Mean,0.7495,0.717,0.6013,0.097,0.1669,0.1895,0.826
0_SD,0.0611,0.0628,0.1292,0.0189,0.0329,0.0537,0.0122
Mean,0.7495,0.717,0.6013,0.097,0.1669,0.1895,0.826
SD,0.0611,0.0628,0.1292,0.0189,0.0328,0.0537,0.0122
